,index,Unnamed: 0,Destination_link,Review,Sentiment Score
354,354,354,5498,"Loved the trip. Saw a lot but nicely paced. On hot days, toured later in the afternoon to avoid the heat. Lots yo see.",4
355,355,355,5498,It was an excellent choice. The tour leader was exceptional!,5
356,356,356,5498,Great trip and leader. Good itinerary. Good way to see Southern India,5
357,357,357,5496,"Group was friendly, warm and inviting. Made friends with whom I still maintain contact. CEO was knowledgeable and answered all my questions. Meals were delicious and the accommodations were comfortable and clean.",5
358,358,358,5496,I had a great experience,5
359,359,359,5496,"Really enjoyed this tour, the activities and the guide were great",5
360,360,360,5496,I've enjiyed all G adventures tours but the pace and accommodation won't suit suit everyone,3
361,361,361,5496,overall,3
362,362,362,97218,Overall an amazing tour. Luck to have a wonderful driver. He took really good care of us. Guides were very good at all places. Would highly recommend this tour to anyone looking to explore India.,4
363,363,363,97218,"So happy we booked this tour with Swastik. Our driver throughout the golden triangle was incredible, our tour guides were wonderful and so informative. This tour was well put together and the companys communication was excellent. I highly recommend this...

            Show more",5
364,364,364,97218,India was amazing. Couldn’t recommend it more. Would love to do more trips with Swastik in future.,2
365,365,365,97218,"This was a great tour. Giving my perspective as a SOLO FEMALE TRAVELER.
Leading up to the tour - Karni was super responsive and customized it towards my dates and wishes just the way I wanted it. 

HOTELS 
I upgraded to 4 star hotels and they were all...

            Show more",5
366,366,366,97218,Enjoyed the tour. All places were amazing specially Varanasi. Hotels were excellent. Guides were informative and caring. Would love to do more tours to India in the future.,4
367,367,367,97218,The trip overall was great thanks to Karni and his team .Giri was a great driver. Guides were excellent and entertaining.,5
368,368,368,97218,Wonderful experience!! Everything was just perfect.Thank you!!,5
369,369,369,97218,Had a wonderful time..Taj Mahal & Varanasi were wonderful. Loved boat ride at the Ganges river.,5
370,370,370,97218,The whole tour was great.We wanted to experience Varanasi and we did.Excellent tour guides and wonderful accommodations made the trip entertaining and relaxing.,5
371,371,371,97218,Best tour to experience true colours of India. Team swastik india did a great job in organising my trip. Everything was just perfect!!,5
372,372,372,111427,"What a fabulous tour, this is now our second tour with Colour India Holidays and was just as amazing as the first trip, the drivers and guides were so knowledge. The tour was also great value Thanks Narendra again will be back again soon!",5
373,373,373,111427,This tour is great to get the best of India in such a shorter period of time.,5
374,374,374,111427,"Very well organized, super driver, competent and highly professional guides",5
375,375,375,111427,"""Our trip that your organised was fantastic, our every wish catered for, always a driver ready to whisk us off somewhere and the guides were excellent and very informative. We shall certainly be recommending your company to friends and colleagues and...

            Show more",5
376,376,376,111427,I like whole experience but Jaipur. Elephant village is unsafe people put pressure you and scam you. Would not recommend to anyone. Don’t go there,1
377,377,377,111427,"Very well organized trip, excellent driver
Review of Private 6 Days Private Golden Triangle Tour (Delhi, Agra, Abhaneri and Jaipur)
Pending review
We had a great trip with Colorful Indian Holidays! Narendra organized the trip well and was very...

            Show more",5
378,378,378,111427,"I thoroughly enjoyed my trip organised by Colourful Indian Holidays.  I was travelling on my own and was a little worried that I would get lost but on arrival at the airport, I was met and picked up from the arrivals hall by Sonu, who was very...

            Show more",4
379,379,379,111427,This was a fantastic tour. The guide was excelent. He gave us a good information of the places we visited. We can recomend this tour.,5
380,380,380,111427,"Visting India could be intimidating and kiotic. Delhi in particular is not my a choice for walking around. But my God this company have made it so easy and truly pleasant. We were met at the airport upon arrival, taken to hotels, driven from one city to...

            Show more",5
381,381,381,111427,"I did enjoy the tour it was well organized. The itinerary was what was provided before. I thought all the tour guides were educated, timely and polite. Our driver was also helpful and very kind throughout the trip. Our only problem was our driver was...

            Show more",4
382,382,382,196000,"If you want to book a tour and not have to worry about much, book this tour!
Everything is prepared so that you can enjoy and experience something amazing. The tour guides and the drivers were great. You get to visit many beautiful places throughout...

            Show more",5
383,383,383,196000,Very good tour done with family. Everything was perfect and the services of driver was exceptional. Thank you so much team MTA,5
384,384,384,196000,"One of the best tours I have done with my friends and family organized by MTA. Everything was perfectly curated. Hotels, Transport and Driver Virender. We enjoyed a lot. Our organizer Manish was just a call away and always available to help and suggest...

            Show more",5
385,385,385,138744,Golden Triangle tour to magnificent India was one of the best tour in India I have had. Everything was arranged beautifully and the tour expert was always be in touch with me through WhatsApp to share the details of the tour. I would surely gonna recommend,5
386,386,386,138744,"India has two much to show to the world and i have chosen to explore the beauty of North India. Golden Triangle Tour was an outstanding trip from Delhi with a informed driver and a private car. Tour guide were helpful and good to take photos. Would love...

            Show more",5
387,387,387,138744,Golden triangle trip to India was one of the most popular tour around the world. We opted it for the family and the tour went outstanding. We specially thanks to the operator for customising it as per our preferences,5
388,388,388,138744,"Golden Triangle Tour for 5 days was enough time to see the main monument in the major cities of India. The tour was a customized one and it includes the car, driver , hotels and a tour guide everywhere. The tour was fantastic and operator had served the...

            Show more",5
389,389,389,138744,"India has a lot of things to see and i would say that Jaipur is the city where you can found too many palaces to explore and forts are also there. Agra has it's world known popular the taj mahal and Delhi is crowded but driver was very intelligent to...

            Show more",4
390,390,390,138744,"It was one of the best tour so far for us. Tour operator was very responsive and helful. Hotels was well arranged and luxurious as have requested to upgrade the hotels with a bit of extra charges. Tour guides in agra, jaipur and delhi was very...

            Show more",5
391,391,391,138744,We had a good tour to India. Tour provider was very nice and responded instantly all the time. Hotels was very nice and the driver was friendly. Tour guide was amazing,5
392,392,392,138744,We had a great time in India and we would probably love to recommend the tour,4
393,393,393,138744,Golden triangle tour is one of the most popular tours around the globe. Taj Mahal is stunning; Amber fort is huge and excellent. Delhi has too many Beautyful sites. I had a great time in India and we would love to recommend it,5
394,394,394,138744,India is popular known for it's culture and population but they are extremely good in hospitality. I had a great time in India and I have visited the delhi agra and Jaipur. It was a memorable trip,5
395,395,395,132602,"Excellent service By ITS Holidays , all was gentile and with the best tour guide Kishan. Thanks a lot! I recommend Absolut!",5
396,396,396,132602,Great experience With ITS Holidays India ! Knowledge guide. Would definitely recommend!,5
397,397,397,132602,Perfect Tour With ITS Holidays . We are so glad we found this tour. It was the perfect way for us to experience India in the short time we had. I Really recommend  This Tour,5
398,398,398,132602,"I want to thank ITS Holidays team for your excellent work organizing my trip. You delivered on all of your promises. Good well-located hotels, super private tours, skilled and friendly drivers for private transfer, good food and more exceeded my high...

            Show more",5
399,399,399,132602,Fantastic Tour With ITS Holidays .Kishan was great guide in Agra . We had fun exploring old Delhi & Mr. Gupta Was Great Guide In Jaipur with car driver .we were totally impressed with his impeccable service and knowledge. We would absolutely recommend,5
400,400,400,132602,We had a great tour With ITS Holidays to India and I am really happy with service. All City Guides professional in their job and the driver was very kind and spoke good English.,5
401,401,401,132602,"Absolutely fantastic Tour! The service has been great from start to finish. Our tour guide sunil, was very polite, professional and knowledgable. Great value for money and we would highly recommend it!",5
402,402,402,132602,"I highly recommend doing a tour with Rishi . He is incredibly kind, friendly, and very knowledgeable. I love the energy of someone who loves speaking about Agra and the Taj Mahal.",5
403,403,403,132602,"Excellent service in India . I would recommend to everyone, hire driver Neeraj when in india . always on time, cheerful and trustworthy. Will charge only the reasonable price and wont harass you for anything.",5
404,404,404,132602,I would recommend this company to all the people who wanna visit India. I had a great trip and all the things went the way we planned.,5
405,405,405,105047,"Perfect setup from Boutindia, all the team stay very close from us during the trip. A really nice selection of the best cities and temple to visit and other backcountry jungle places to discover.
Really experimented guide and drivers.
All was perfect...

            Show more",5
406,406,406,105047,"The attention to detail from everyone at Bout India i was treated so well and the attention to detail from arranging the tour, being met at the airport, the tour guides, accommodation, driver everything was memorable. If you want to experience true...

            Show more",5
407,407,407,105047,"Without a doubt if you want to see India, you should see it through Himanshu's eyes and experience. This was the best organised tour we have ever done. Himanshu's attention to detail and personal support is unequalled, even to phoning us as we got on...

            Show more",5
408,408,408,105047,"Great experience with Bout India; well beyond expectations and trouble free. The trip was tailor made for 2 couples in the late 50's celebrating their 30th wedding anniversary. We asked for french speaking guides and with one exception they were...

            Show more",5
409,409,409,105047,"The Bout India is a fabulous, All staff are so helpful,  Extremely well informed, I had a great experience.We really Enjoy and saw the tiger :). i didn't find any problem in our  trip and everything was well organised . thank you for the good service...

            Show more",5
410,410,410,101822,"What a great experience - the whole trip was brilliant. Guides were fantastic - and extremely knowledgeable - and it all worked like clockwork.

Overall the mix of accommodation was very good, some better than others as you would expect - and some were...

            Show more",4
411,411,411,101822,"Awesome and had a really memorable time and Saat was a brilliant tour guide, I didn't have to think he did it all. Well done for this itinerary and will definitely do another tour in the near future",5
412,412,412,144485,"Everything went great .
The assistance was very good and we recommend it.",5
413,413,413,144485,Had a wonderful time. The drivers and guides were informative and helpful.,5
414,414,414,144485,Excellent organization and at affordable costs,5
415,415,415,144485,"Second time in India, this time my friends and I did the south. India always surprises with its colors and smells but our journey has certainly been improved by our guide Manish, by the driver Mr. Kantha. Wonderful places and hotels, every night a...

            Show more",5
416,416,416,136608,Very good organised and friendly people to deal with. Good driver and good accommodation in all places I have visited.,5
417,417,417,136608,"Great exposure to India. Would definitely recommend it. Tour guides were friendly. Accommodations were good in Delhi....

            Show more",5
418,418,418,115118,"We'd like thank Paylesstoursindia team for organising and customising this tour for us - family with 3 kids. All out requests were fulfilled in the line with our pre tour conversations. Our driver Mr Bholu handled us really well staying in a good and...

            Show more",5
419,419,419,115118,"We're very thankful to Paylesstoursindia for organizing and customizing this wonderful and exciting tour for our family. Mr Balbir - the driver was always very attentive and punctual, we were very well taken care and provided with all the necessary...

            Show more",5
420,420,420,115118,"Hi everyone! It was a great tour and wonderful experience. Our journey went smoothly and we had a fantastic time during Christmas break and then at New year's eve party that was made in the hotel. We had fun with other Indians and foreign guests. Apart...

            Show more",5
421,421,421,115118,"Prakash was a superb driver, very kind, respectful and mindful.  Learned that in India everything is possible.  He made sure I was well taken care and our trip was fantastic.  Took me to all attractions in each city and along with a local guide, I...

            Show more",5
422,422,422,115118,"Very good 11-day trip Delhi-Jaipur-Agra varanashi  - highly recommended
We just wrapped up a 11 day trip from Delhi to Jaipur and Agra than back to Delhi with  prakash our driver in a Toyota Innova and can only highly recommend payless  Travels and...

            Show more",5
423,423,423,115118,Thanks Eva for arrangements.,5
424,424,424,115118,"Once again we had a fabulous time in India with airport transfers, hotels, car & driver, local simcard ,, all arranged by payless Tours. On two occasions we were not happy with the hotel booked for us but one quick phonecall to neeraj sorted that out....

            Show more",5
425,425,425,115118,"A Journay to Remember

All I can say it was wonderful, magical and immense experience. This was my first time in India and it made huge imact on me. I felt like falling in love with this ancient culture , beauty of nature, architecture. Although I am...

            Show more",5
426,426,426,115118,"We recently came back from our two weeks trip to India . We traveled with our kids age 15 and 18. and visit Golden Triangle (Delhi, Agra & Jaipur orcha khajraho vanrash. , we decided to use Travel agencies. We just got very lucky to find payless Travels...

            Show more",5
427,427,427,115118,"A once in a lifetime trip we hope to do again!!
Back home in Australia after an amazing family trip to India through Payless. We had a magical time gaining an insight into this astounding country with the incredible services of Prakash - our driver and...

            Show more",5
428,428,428,158752,India was a beautiful country that catered to my every need. The tour guides and drivers were amazing and provided the best service possible. I would highly recommend Memorable India to anyone looking for a great tour of the country.,5
429,429,429,158752,"We thought this was the perfect way to get a taste of India. India is definitely one of the most fascinating countries we have visited so far, and we have visited many. Nothing compared to the monuments we saw and the experiences we had here. They were...

            Show more",5
430,430,430,158752,"Our Golden Triangle Tour with Memorable India was an incredible experience. The hotels, food, sights and service were all wonderful. We appreciated the smooth organization and professional attitude of everyone we dealt with. Thank you for giving us such...

            Show more",5
431,431,431,158752,India is a beautiful country with so much to see and do. We enjoyed every moment of our trip with Memorable India Tour and Travel. This tour is highly recommended for anyone looking to see the best that India has to offer.,5
432,432,432,158752,"Our Golden Triangle tour arranged by Memorable India was lovely. We enjoyed the clean, comfortable hotels and Mr. Pawan, our driver, was very friendly and helpful. We would definitely use Memorable India again for future travel plans.",5
433,433,433,158752,"Thank you for choosing the Golden Triangle Tour! We are happy to hear that you had a safe and memorable journey. We want to extend a special thank you to our guides and drivers, who went above and beyond to make your trip special. Thank you again for...

            Show more",5
434,434,434,158752,"Our 06-day Golden Triangle tour was made even more amazing by our wonderful guide, Sunil. He is so professional and educated, and he made sure that we always felt safe. He even took care of all the details and arranged for a private car and driver for...

            Show more",5
435,435,435,158752,"Raj was extremely helpful and accommodating when it came to organizing our tour dates and making sure all of our requests were met. The tour itself was fantastic - the driver and car were comfortable, and three out of four of the tour guides were...

            Show more",5
436,436,436,158752,"India is a country full of memorable experiences. Our agent was excellent and very professional. They coordinated everything perfectly and were flexible when needed. The car was clean, comfortable, and the driver was polite. The tour guide in Agra was...

            Show more",5
437,437,437,158752,"We had a great time on our Golden Triangle tour arranged by Memorable India. Everything was well organized and the hotels were clean and comfortable. Our driver, Mr. Sandeep, was very friendly and helpful. We would definitely use Memorable India again...

            Show more",5
438,438,438,167747,"Pros: The staff of WTX did a fantastic job of taking care of me and making sure I didn't get lost. My driver, Rakesh, even took me to the Delhi airport to retrieve a bag that the airlines had neglected to put on a plane out of the US. The guides were...

            Show more",5
439,439,439,193333,"Amazing tour and wonderful experiences When in India plans and expectations do not always work at home and you have to be flexible but with Amazing India Tours and especially this trip, it was perfect and gave great memories, thanks to our professional...

            Show more",5
440,440,440,193333,"Once in a lifetime experience ! We are now back home and the tour went well as anticipated. It was a last minute booking, 10 days prior our trip, we booked online through TourRadar, staff made all the bookings instantly and sent us all the confirmation...

            Show more",5
441,441,441,193333,"Great Tour worked as planned (No bad surprise) Thank you to our driver and specially our tour guide Sunny for a wonderful tour of the Taj Mahal and Agra Fort. Guide in Varanasi and Delhi were good but not in the same page as Sunny. Hussain had great...

            Show more",4
442,442,442,193333,"We are from Spain and came to India by long flight we were met by driver Ashok who showed all places as per programme.

All hotels has been carefully selected by team and breakfast was provided every morning.

Thanks a lot",5
443,443,443,193333,"I found India tour with Varanasi online I was very much interested in visiting Varanasi Ghats and boat on Ganges and Aarti ceremony which is really amazing for American people I arrived by united airlines in India hotels I upgraded in five star after...

            Show more",5
444,444,444,193333,"My friend have been to India they did private touring and advised me so many advantages of tour I found this tour online and booked it 1 year before traveling to india.

In India is very mesmerizing country with lovely people where you can take...

            Show more",5
445,445,445,193333,Best company of India tour I am so much pleased that I booked this tour with tourradar and price which I got that is best and services also incredible of India tour and thank you for my driver deepak who had been great,5
446,446,446,193333,"My friend Johny highly recommended me this tour and company for my first time India tours I was bit nervous as being female solo traveller in India but Company arranged best driver and local guides for taking good care of me and hotels was good and it...

            Show more",5
447,447,447,193333,we booked the tour based on recommendations of our friends who has been on tour with Amazing India Tours we had private driver and car for 15 days tour and happy with all kinds of services,5
448,448,448,193333,"Best Tour operator of India we had an amazing time with guide and driver we enjoyed all the private comforts as tour says.

Highly recommended",5
449,449,449,110485,"World Travel Experiences (WTX) is to thank for our amazing trip to India. We took a private tour to Delhi, Agra, Bharatpur and Jaipur. Their responsiveness was impressive from the beginning. They provided drivers and guides for the whole trip, organised...

            Show more",5
450,450,450,175475,"We covered a lot of grounds in the 7-day tour with WTX. The WTX staff (particularly the driver from New Delhi) provides excellent services with transfer to and from the New Delhi Airport, and New Delhi/Shimla Train Station. A big ""Thank You"" to Mr....

            Show more",5
451,451,451,163649,"I had a fantastic time in India. Everything was very well planned and organised. I managed to see the tigers but also...

            Show more",5
452,452,452,163649,"Our family had a customized tour that included all three national parks for tiger safaris as well as the traditional...

            Show more",5
453,453,453,163649,"The itinerary was well planned, and well managed. Tour guide Manoj was outstanding, and the hotels were excellent. We...

            Show more",5
454,454,454,88874,"All in all this was a wonderful tour
I loved all the places, the hotels, the guides - my driver was the best buddy - he watched out for me
Only Udaipur was disappointing - I only saw two events - City Palace and the City Gardens
Could have gone to...

            Show more",5
455,455,455,88874,It was an excellent tour. Everything was very well organised. Highly recommended!!,5
456,456,456,88874,Great tour!! It was very well organised.Highly recommend this tour.,5
457,457,457,88874,We had a wonderful time on this tour. Everything was very perfectly arranged. Highly recommend!!,5
458,458,458,88874,"Overall, we are very pleased with our tour booking with Swastik India Journeys.

GOOD ASPECTS:
- The tour operator, Karni, was very responsive and reliable in all our needs up to and during our trip.
- Our driver, Mr. Saitan, for the entire trip was...

            Show more",4
459,459,459,88874,it was an excellent tour. Hotels were very good and guides were very knowledgeable.,5
460,460,460,88874,It was an excellent tour.We very much enjoyed our first trip to India.,5
461,461,461,88874,"Note that this is promoted as a tour, a group tour but it's NOT. You end up arriving and ,in my case a solo traveller, I was assigned a private car with a private driver for 9 days. He drove me as per the itinerary , and we had local tour guides in...

            Show more",2
462,462,462,88874,"We had a wonderful time.The itinerary was very well designed.We didn't have to rush from one destination to another. Tiger safari at ranthmbore was an awesome experience. We saw tiger and cubs.All hotels were excellent with clean rooms and bathrooms....

            Show more",5
463,463,463,88874,"I travel alone and when I book a tour, besides being on a tour to learn, I book it to be around people. I was the only person on this tour and my driver spoke very little English so it was a good tour but I would not go on another one unless other...

            Show more",2
464,464,464,115117,"What an amazing tour in Radjastan. A right mix between beautiful touristic places and a more in depth cultural experience. India is such a wonderful and safe place to visit, and you should definitely go. And my experience with payless tour has been...

            Show more",5
465,465,465,115117,"Me and my husband asked the travel agency to customize for us this brilliant tour and it was a great idea. Having your own personal driver and travelling without hurry was an upper hand over the group tours. 
We were able to see much more and our driver...

            Show more",5
466,466,466,115117,"I’ have recently returned from India having done the private 10 day ""Best Colours of Rajasthan"" with Payless Tours with my adult son. The tour was fantastic. India is definitely open again for tourists, and we met many passers by who said how welcome we...

            Show more",5
467,467,467,115117,"I have just finished up a 2 week private tour with a small group of the Golden Traingle and Rajasthan organised by Payless Tours India. My decision to travel to India was very last minute and my timings were tight however, the tour offered by Payless...

            Show more",2
468,468,468,115117,"It was my first tour it was really very nice. The trip was amazing with a good service. I expect to visit india(other parts) again n got the same service.                                                               Guide:Neeraj was very helpful,...

            Show more",5
469,469,469,115117,The tour was excellent. We have visited so many places in the ten days. Some of the hotels we stayed were out of this world. Food was great.,5
470,470,470,115117,"We had wonderful trip to rajasthan with my family. Thank you payless tour for arrangements. Hotel , transport,  and guide. And specially thanks to our cab driver sanjay",5
471,471,471,115117,"That was truly the best organised tour we have ever had. We had such an awesome driver who looked after us all the time making our wishes come true. We ate meals in very good restaurants and had decent accommodation in haveli hotels. India is so...

            Show more",5
472,472,472,115117,"Thank you very much for organising such a great tour. Arrangmens were made according to out requests, all the transfers were provided without any problems. The driver Mithun is a wonderful employee who put all his effort and heart to show us all the...

            Show more",5
473,473,473,115117,"Thank you for a great experience and fantastic memories. Rajasthan tour was a very good choice.We were able to explore India on our own, stop whenever we wanted and eat wherever we liked. The driver gave us helpful advice where to go, what to see and...

            Show more",5
474,474,474,180008,"Bout India is a young dynamic travel company that specializes in personal planned trips to India. We recently used them based on recommendations from friends for our three week trip in north west India and we were not disappointed. The pre- trip...

            Show more",5
475,475,475,5517,"An excellent tour full of sights and experiences. The G Adventures Chief Experience Officer, Raghu, did an excellent job!",5
476,476,476,5517,"Fantastic experience! Great itinerary, with very helpful, knowledgable, and friendly guide in Prado. Highly recommend!",5
477,477,477,5517,Excellent tour & our CEO Sam was awesome,5
478,478,478,5517,A great introduction to the cities of Rajasthan. Some lovely accommodation in old noble houses. Particularly liked the time in Ranthambhore National Park,4
479,479,479,5517,"This was an absolutely wonderful trip. Seeing so many things and doing others has given me a great view of this beautiful country. 
Our guide was terrific and our driver amazing. 
Highly recommended.",5
480,480,480,5517,The tour overall was well organized.,4
481,481,481,5517,"An all-encompassing itinerary which allowed us to get a real flavour of Rajasthan with its history and culture. The organisation was excellent, with our guide going out of his way to ensure that everything went smoothly and that our experience was a...

            Show more",5
482,482,482,5517,Best trip ever. Everything worked lick clockwork. The Tajmahal visit was Outstanding,5
483,483,483,5517,"Fab trip, felt fully supported in having a safe experience in an unknown country & culture. Main concerns areas we had travelling to India were quickly put to rest when we met the guide and had the initial briefing",4
484,484,484,5517,I've had 2 great holidays with G and thoroughly enjoyed both.,5
485,485,485,205551,"After researching many tour companies for our trip to India, we chose Bout India and we’re very glad we did! Throughout our trip at least one member of the team, usually Chahat, would check in with us regularly (via text or phone call) to make sure...

            Show more",5
486,486,486,205551,"A great experience. Firstly, India is an absolute assault on the senses. Decorated, vibrant, bustling, passionate, crazy, u name it, india has it. I am glad I booked my tour with himanshu and the team at bout India. I was lined up with guides in each...

            Show more",5
487,487,487,99552,"We had a fantastic time in India. Our driver Vikhram was very profesional and helpful. All the guides were great and very knowledgeable. The hotels very comfortable, well located and nice breakfast. Overall a fantastic trip.",5
488,488,488,99552,"We had an absolutely fantastic trip with yolo tours. Its really was a once in a lifetime trip and they had thought of every detail to make our trip so special. We loved every minute of the trip thanks to the hard work of the yolo tour team, our driver...

            Show more",5
489,489,489,99552,"We had an absolutely fantastic trip with yolo tours. Its really was a once in a lifetime trip and they had thought of every detail to make our trip so special. We loved every minute of the trip thanks to the hard work of the yolo tour team, our driver...

            Show more",5
490,490,490,99552,"Accomodation for this tour was outstanding, exceeding our expectations. The guides were really knowledgeable, funny and made us feel welcome. For the price this tour gave us a lot more that what we expected. Lunch is really your option - reading a...

            Show more",5
491,491,491,99552,"Excellent driver (Mr Singh) linked the whole trip together - comfortable vehicle and great driving skill.  We only had 5 days and this tour gave us a good insight into this region of India.  The guides were very knowledgable and willing to talk about...

            Show more",5
492,492,492,99552,"It was all in all a decent experience. I was travelling alone so I had to pay thr single supplement, which amounted to basically doubling the price for the tour. Originally, I thought that was costly, but as it turned out, it was a private tour and so I...

            Show more",3
493,493,493,99552,"Good tour. 
Despite getting my start dates wrong, YOLO were very accommodating and changed my dates!",4
494,494,494,99552,"We did budget golden triangle, 5D/4N 
Paid 305usd, guides were working on commision with many shops so we stop at overpriced shop at least 3 times a Day (and spent only 1 hour at the Taj Mahal!!!). Hotels were dirty even for Indian standards, pubic...

            Show more",2
495,495,495,99552,"The tour exceeded our expectations. Everyone was professional, organised and knowledgeable. Very good value for money and highly recommend this tour. Majority of the sites are covered and very flexible.",5
496,496,496,99552,"I booked  Golden Triangle tour with my boy friend and it was our first trip to India. It was great experience as they kept all their promises and provided what they committed. We traveled through Golden triangle cities and every new day is more exciting...

            Show more",5
497,497,497,136937,It was a great tour didn't to warry about a thing it was all taken care of about tour is a great and I would remember the company and my tour guide Farman to anyone.!,5
498,498,498,136937,"Awesome trip, and well worth it. The guide Zahid very knowledgeable about the Agra monuments and the areas we passed through as well as the actual destinations. Our driver was Vinod during this trip he was very professional and Zahid was very flexible...

            Show more",5
499,499,499,136937,"We had an amazing time during this golden triangle tour! The combination was perfect. It was very interesting! Our tour guide Zahid was energetic, positive person. We had a lot of fun, made great photos. He also recommended us some good places to eat....

            Show more",5
500,500,500,136937,We had an amazing time on our tour! Our guide was super fun and gave us lots of local tips. Would definitely recommend this tour.,5
501,501,501,136937,"We has a great experience, from booking assistance and coordinator with Zahid who was really helpful and flexible to meet our request! To deep immersion in Jaipur, with Raju, Agra with Amer, and closing full day experience in Delhi shaan. Every tour...

            Show more",5
502,502,502,136937,"Particularly my complement to my tour guide, Mr. Asif in Agra. I would highly recommend you to request Asif in Agra! A great tour guide, lots of knowledge about the area, friendly and approachable, our driver Vinod was polite, i highly recommended both!",5
503,503,503,136937,"Amazing trip from new Delhi, hotels was very good, our driver Mr. Maansingh was very polite. We would love to recommend our driver Maansingh, our tour guides very knowledgeable, definitely recommend with everyone!",5
504,504,504,136937,"We had a wonderful trip from Delhi, driver was very polite, our tour guides was very knowledgeable we have been many different cities in India. Highly recommended this tour!",5
505,505,505,136937,"If you don't have much time to visit India but would like to get a taste of some of the amazing things in India has to offer, this is the tour of you. Overall I had a vary pleasant tour. Nice tour guides, especially Shaan, who taught me so much about...

            Show more",4
506,506,506,136937,Great tour guides great hotels fantastic driver and tour itself was excellent. Would recommend to any one!,5
507,507,507,185736,I searched alot before booking the tour but I could not find trustworthy site then I found tourradar and booked this India golden triangle tour and happy with all services,5
508,508,508,185736,We are from Australia and booked the tour online through tour radar. This was an excellent tour of India's golden triangle tour with amazing India. All the service were excellent highly recommended.,5
509,509,509,185736,We had a great time in India. India is truly amazing and the people are so humble and very helpful this is our first trip to India. Thanks amazing India tours and tour radar.,5
510,510,510,185736,We stayed small hotels that was neat and clean and it is good value of money and highly recommend to book on tourradar which is best tour sites,5
511,511,511,185736,We were 2 friends I searched online and found tour radar it is one of the best site to book the tour so trustable and so convenient to book India's golden triangle tour.,5
512,512,512,185736,I booked India golden triangle tour online through Tour radar. Being a solo traveler it was a great tour within my budget with such nice and clean hotels and professional guide and driver I feel so safe during the tour.,5
513,513,513,185736,I was a single traveler from Canada. I booked this tour through tour radar with Amazing India tours. They provided me this tour within my budget and also they provided me so much flexibility during the tour.,5
514,514,514,185736,"We had a great tour with Amazing India Tours. All the services were excellent, guides we're so knowledgeable, driver was very well aware of the places.",5
515,515,515,185736,I was solo traveller from USA and booked India golden triangle tour with Tourradar and I am happy and got best service of local guides and driver and learn about India culture and I will come back to India again,5
516,516,516,185736,"I had a great time on the Golden Triangle tour. Garima was a pleasure to work with. Everything was well organized; she was responsive to any questions I had, and when at practically the last minute I decided I wanted to go to Mumbai, she organized that...

            Show more",5
517,517,517,105049,"We hired Bout India to put together our trip through Rajasthan and Agra. Our tour was part of a more extensive trip through Nepal, Bhutan, and India. Our trip with Bout India was the best part of our entire trip. The hotels, sights, and guides were...

            Show more",5
518,518,518,105049,"Travelling with Bout India isn’t simply a tour - it’s a cultural immersion into the glorious and eternal light of India's rich heritage.

India's Golden Triangle was breathtakingly beautiful. From the vibrancy of  Delhi to the palaces of the Pink City...

            Show more",5
519,519,519,105049,"A very well-planned tailor-made trip by Himanshu and the team. It was a 6-day road trip for a family of 10. The 4/5 stars hotels booked for us were nice, clean and the services were amazing. We did not have any issues with checking in at the hotels. The...

            Show more",4
520,520,520,105049,"An excellent tour organised by an excellent & well organised Company in Bout India Tours.
Right from the start of dealing with the Managing Director Himanshu & his team I knew our trip would be great. This was a private tour with only two of us & we...

            Show more",5
521,521,521,105049,"Simply awesome! 
We booked a customised trip with Bout India after researching a number of tour companies based in India. This was one of the best decisions we ever made, as the tour organised by Himanshu and his team was truly amazing where we...

            Show more",5
522,522,522,105049,"We had a wonderful trip and an outstanding service from Himanshu. He promptly solved any issues we had and always went the extra mile to make a memorable experience and a wonderful birthday celebration. Thank you, Himanshu!",5
523,523,523,105049,[Original Text] Himanshu heeft ons prima voorstellen gedaan en dit hadden we nooit allemaal zelf kunnen bedenken met in elke stad weer een goede gids met een berg aan informatie​.,5
524,524,524,105049,"Thank you so much to Himanshu and colleagues for the most wonderful trip. The attention to detail you offered was beyond outstanding. From the moment we landed in Delhi, we did not have to think about anything. Our driver, Amrish was absolutely...

            Show more",5
525,525,525,105049,"I have booked the Rajasthan tour package through Bout India for 2 family and am very happy with the way the tour was organised. The choice of hotels were excellent, regular follow up by Bout India team every morning to check how the trip is going and if...

            Show more",5
526,526,526,105049,"Very efficient and professional. In the beginning I had some doubts about the payments;  we are living in the Netherlands, we were in contact with a travel agent in India and trip.me is based in Berlin. Everything went very well. At the end of my...

            Show more",5
527,527,527,128473,"All went smoothly, good srandard of accommodation and flexibility in the itinerary. Driver spoke reasonable English so we were able to communicate and he made some suggestions which were appreciated. 

Houseboat was relaxing, great crew and experience.",4
528,528,528,128473,"Unfortunately. this trip was the low point of our month travelling around India.  we were really looking forward to it and it could have been so much better if what was promised had been delivered and there had been any form of decent communication....

            Show more",2
529,529,529,128473,"Overall this was as the reviews state a great tour. However on arrival we had a driver but no tour leader with limited English & no detailed itinerary of the tour including what are options etc & accommodation at each location. We were also the only two...

            Show more",3
530,530,530,128473,Genuinely the best trip ever!! The hotels were excellent. We got to experience very beautiful cities. Looking forward to the next adventure with Swastik India.,5
531,531,531,128473,I booked this tour with Swastik after Golden Triangle Tour. I must i was impressed by the services. Hotel choices were excellent. Driver and guides were professional and knowledgeable.,5
