,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
119,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
120,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
121,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
122,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
123,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
124,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
125,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
126,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
127,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
128,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
129,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
130,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
131,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
132,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
133,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
134,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
135,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
136,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
137,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
138,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
139,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
140,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
141,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
142,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
143,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
144,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
145,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
146,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
147,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
148,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
149,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
150,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
151,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
152,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
153,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
154,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
155,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
156,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
157,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
158,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
159,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
160,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
161,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
162,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
163,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
164,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
165,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
166,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
167,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
168,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
169,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
170,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
171,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
172,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
173,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
174,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
175,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
176,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
177,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
178,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
179,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
180,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
181,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
182,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
183,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
184,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
185,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
186,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
187,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
188,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
189,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
190,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
191,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
192,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
193,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
194,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
195,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
196,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
197,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
198,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
199,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
200,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
201,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
202,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
203,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
204,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
205,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
206,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
207,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
208,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
209,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
210,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
211,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
212,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
213,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
214,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
215,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
216,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
217,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
218,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
219,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
220,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
221,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
222,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
223,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
224,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
225,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
226,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
227,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
228,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
229,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
230,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
231,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
232,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
233,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
234,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
235,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
236,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
237,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
