,index,Unnamed: 0,Destination_link,Review,Sentiment Score
214,214,214,146662,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
215,215,215,188824,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
216,216,216,147564,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
217,217,217,189941,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
218,218,218,157669,Fantastic!!! We had such an amazing time. The meals were fantastic. Everyone was extremely friendly and the places we went to were amazing.,5
219,219,219,210445,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
220,220,220,145556,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
221,221,221,96797,"The tour experience was truly outstanding, largely due to the exceptional skills of our tour guide, Ruwan. Without a...

            Show more",5
222,222,222,96797,"The tour was fantabulous! Great sights, great food, excellent tour guides are ingredients for an unforgettable...

            Show more",5
223,223,223,96797,"We started with a disappointment because the weather prevented us from going to Bako N.P.  But by ghe end of the trip...

            Show more",2
224,224,224,144362,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
225,225,225,227211,"If you ever travel to Pakistan, which you should, please use Exploria. No one better! And this is coming from someone...

            Show more",1
226,226,226,227211,"I would recommend Exploria to all my friends and family. My trip was well organised and within my budget. Tour guides...

            Show more",5
227,227,227,227211,"Glad to have chosen Exploria for our k2 base camp trek. 
Although it was a separate private trek circuit for 5 of us...

            Show more",5
228,228,228,190911,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
229,229,229,109369,"We did a Blossom Tour with Hunza Explorer and couldn’t ask for more. This is the first time when we went on travel without having to plan on anything, we contacted H.E to let them know where we would like to go and were told these places will all be...

            Show more",5
230,230,230,109369,"Based on their very positive tripadvisor reviews, we booked a 11-days tour to Hunza valley with Hunza Explorers and used them to arrange our overland car transport from Sost to Tashkurgan. I found the service and response of this travel agency to be...

            Show more",4
231,231,231,109369,"What a fantastic time we had! For me it was the best trip to Hunza, Pakistan yet being able to share the whole experience with friends. Karim and Muthtar were the best guide and driver combo we could have hoped for. I have forwarded this survey to the...

            Show more",5
232,232,232,109369,"Thank you Karim for showing us the amazing Hunza valley. I and my friends enjoyed the trip and most of us are thinking to come back in Autumn this year or next year. We are happy with your service and have no complaints. Hunza Explorers will organise...

            Show more",5
233,233,233,115431,"We were a bit anxious about Pakistan before the trip. However, Karim Tajik gave us good confidence. He is trustworthy and knowledgeable. The trip went smoothly from the planning stage until field execution. Autumn in Hunza is amazing. We also had many...

            Show more",4
234,234,234,115431,Such amazing experience! Beautiful autumn scenery and hospitable people from this land leave us so many speechless moments. Many thanks to Karim and his team for all their efforts in organizing a wonderful trip for us.,5
235,235,235,172749,Well designed itinerary to see blossom in Hunza valley.,5
236,236,236,184618,"Great service, made my trip unforgettable!",5
237,237,237,184618,"Choose ""EXPLORIA travel pakistan""
you will love your decision and will be best movement of life.",5
238,238,238,146679,"My husband and I have had the pleasure of using Karim as a tour guide. We have taken a trip through “Hunza Explorers” in Pakistan in December 2018. Karim is diligent, thorough and professional. His knowledge and expertise of traveling in Pakistan has...

            Show more",5
239,239,239,174271,Well designed itinerary to see blossom in Hunza valley.,5
240,240,240,174271,"We did a Blossom Tour with Hunza Explorer and couldn’t ask for more. This is the first time when we went on travel...

            Show more",5
241,241,241,174271,"We were a bit anxious about Pakistan before the trip. However, Karim Tajik gave us good confidence. He is trustworthy...

            Show more",4
242,242,242,239592,"If you ever travel to Pakistan, which you should, please use Exploria. No one better! And this is coming from someone...

            Show more",1
243,243,243,239592,"I would recommend Exploria to all my friends and family. My trip was well organised and within my budget. Tour guides...

            Show more",5
244,244,244,239592,"Glad to have chosen Exploria for our k2 base camp trek. 
Although it was a separate private trek circuit for 5 of us...

            Show more",5
245,245,245,109415,Well designed itinerary to see blossom in Hunza valley.,5
246,246,246,109415,"We did a Blossom Tour with Hunza Explorer and couldn’t ask for more. This is the first time when we went on travel...

            Show more",5
247,247,247,109415,"We were a bit anxious about Pakistan before the trip. However, Karim Tajik gave us good confidence. He is trustworthy...

            Show more",4
248,248,248,238887,"Sehr schöne Reise, individuell und sportlich ausdauernd, nette Betreuung durch Tourguide im Hintergrund. Tolles Land,...

            Show more",5
249,249,249,150052,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
250,250,250,144364,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
251,251,251,150499,"I had a wonderful trip with Rock Valley Tours Pvt Ltd. The whole trip is enjoyable. Both our guide Manzoor and driver...

            Show more",5
252,252,252,183513,"Fantastic!!! We had such an amazing time. The meals were fantastic. Everyone was extremely friendly and the places we...

            Show more",5
253,253,253,225517,Well designed itinerary to see blossom in Hunza valley.,5
254,254,254,225517,"We did a Blossom Tour with Hunza Explorer and couldn’t ask for more. This is the first time when we went on travel...

            Show more",5
255,255,255,225517,"We were a bit anxious about Pakistan before the trip. However, Karim Tajik gave us good confidence. He is trustworthy...

            Show more",4
256,256,256,109378,Well designed itinerary to see blossom in Hunza valley.,5
257,257,257,109378,"We did a Blossom Tour with Hunza Explorer and couldn’t ask for more. This is the first time when we went on travel...

            Show more",5
258,258,258,109378,"We were a bit anxious about Pakistan before the trip. However, Karim Tajik gave us good confidence. He is trustworthy...

            Show more",4
