,Destination_link,Review
239,192727,"Hi had a great solo tour in Sri Lanka. It was a 5 night, six day tour to most of the top sites in central Sri Lanka and Colombo. Once of two things I appreciate the most was the responsiveness of Holiday Lanka Tours, particularly via the messaging...

            Show more"
240,192727,"Our week in this beautiful country was a real pleasure. Our driver Kasun was really adorable with the kids and allowed us to visit many places safely. I leave the coordinates of our guide because we are very satisfied with his service and wish him good...

            Show more"
241,150118,"Our solo Holidays trip to Srilanka during the first week of jan’24 was a memorable one. Being a solo traveler, travelling for may be 1500 kms with an unknown driver wasn’t tough at all because of Ranjith.   He was not only a driver, but a guide,...

            Show more"
242,114569,"Very satisfied with BH Lanka they are the operator of the tour, had a great tour, 5 stars. 
Verry dissatisfied with TourRadar the booking agent. Selling a tour, which I bought and signed for, with no hidden cost?  Hidden cost are: Entrance and Activity...

            Show more"
243,114569,"Eine tolle Reise! Die Tour war super organisiert und wir haben viele tolle Orte Sri Lankas gesehen. Wir waren zu zweit mit Guide unterwegs und es wurde jederzeit auch auf unsere individuellen Wünsche eingegangen.  
Vielen Dank an BH Lanka Tours und vor...

            Show more"
244,114569,"Working with Tour Radar and connecting to BH Tours was a breeze. Replies were prompt and detailed, and all my questions were answered prior to final booking. Be sure to inquire about added costs associated with trips before you purchase. For example,...

            Show more"
245,114569,"We had an amazing trip in a beautiful country, enjoying the services of a fantastic tour company - BH Lanka tours, with a brilliant guide, Sidath."
246,114569,"We've just returned from a fantastic two week tour of Sri Lanka, organised for us by BH Sri Lanka Tours. They provided excellent communication prior to the trip, with all queries responded to very quickly by Bianca. On the tour itself, nothing was too...

            Show more"
247,114569,"What a truly amazing experience in an absolutely beautiful country.  A huge thank you to Bianca for all of her patience and expertise in tailoring our itinerary and to Buddhika who was such a fabulous Guide - knowing exactly all of the places my...

            Show more"
248,114569,"We, two couples have spent the last two weeks in Sri Lanka and the whole trip was just amazing. The itinerar was adjusted to our needs and we were able even during our trip to make changes to adapt to the weather. We could also update the accomodation...

            Show more"
249,114569,"We (2 couples) have spent amazing 2 weeks in Sri Lanka, the rainy island, but luckily the rain has not  had a negative effeck on our trip. The itinerary was adjusted according our wishes and also during out trip we were able to adjust our plans...

            Show more"
250,114569,"Highly recommend this tour because I have been in Sri Lanka for 14 days in the month of June with my family. Such an amazing experience!! Our tour had a really good mix of food, culture, scenery and the balance of physical activities was perfect. I was...

            Show more"
251,190014,"We are so happy to have spent our Christmas vacation with Serendib Roots and we honestly want to say we are humbly thankful to everything they did for us. Kapila our guide was so kind and represented the country's genuine hospitality qualities. The...

            Show more"
252,192596,"The tour was well organized and the accommodations provided were really great and provided a personalized and local experience. Our driver was also very respectful, patient, drove great and had an excellent sense of navigation of the roads in Sri Lanka....

            Show more"
253,192596,Thank you Holiday Lanka for making my tour a wonderful one covered destinations were perfect and well worth a visit. Highly recommended and hope to see you again soon!
254,143713,Mahesh was the best tour guide!
255,143713,"All our hotels were booked by stelaranholidays and we were pleased.  Breakfast and dinner was included in our package, just had to pay for our lunches and any sightseeing. Don’t know why we never visited Sri Lanka before!  It is one of the most...

            Show more"
256,143713,"This was my first group tour and I was very happy with the experience. We are selected trekking tour Knuckles Range Kandy & Nuwaraeliya. We had fantastic tour guides with good knowledge of the country, the cities and the places we visited. Their...

            Show more"
257,140400,"Luxury Honeymoon
We have to thank the manager and the tour executive for actually coordinating with us and making our trip so memorable, sir Lanka has a petrol problem but our guide manages everything so well.as well as our honey moon tour best we will...

            Show more"
258,140400,"Honey moon Tours experience from stelaranholidays. we will get  nice started from  Colombo airport  to hotel  Negombo  lovely beach side hotel  it was a very pleasure.. A travel specialist who also was amazing as well. The process overall was excellent....

            Show more"
259,140400,"We did two safaris with this company. Both safaris were super. Bundala & yala and Don't want to pay high price. It is very reasonable. So, we can recommend Stelaranholidays Guide Chandana & Safari Driver Kumara all."
260,140400,"we are happy to about  Lankan style  tour 5 day 4 night we are stay  defiant city also .good  value for our many over roll we are happy about  tour  we will come back agin
thanks
anita"
261,140400,"We have travelled through Sri Lanka two times. Both times with Chandana. He is an honest, fun and very knowledgeable on all aspects of Sri Lanka.  Chandana was willing to work with us as we planned our trip each day. His English is very good, and he was...

            Show more"
262,189203,"If you have limited time and want to see the best the Southern part of Sri Lanka has to offer I would definitely recommend this tour. I travelled alone and felt safe at all times. The tour was tailored to my needs, timings and what I wanted to do. I was...

            Show more"
263,193736,We used Holiday Lanka to plan our round trip in Sri Lanka. they did a great job and we had the most amazing holiday. Holiday Lanka is the best way to explore their country.
264,202453,"Excellent trip! From start to finish, everything was excellent. Malidu from Holiday Lanka Sri Lanka was really helpful and such a friendly person. He explained all the details of this trip to me once my reservation was confirmed. My tour driver Dinuka,...

            Show more"
265,199992,So professional and amazing. Holiday Lanka and Mali did a really good job in arranging our trip. we will surely book with you guys next time Thank you
266,183357,"I had a lovely experience with Holiday Lanka Lanka from the beginning to the end of my trip. I would like to thank Mali he understood our requirements and organizing the trip wonderfully. My driver and tour guide Amila is a wonderful person and he made...

            Show more"
267,63622,Well-balanced itinerary and great guide!
268,63622,The trips offered by the company are different and have more to do with the kind of experience that I seek.
269,63622,"Irosha, the tour leader was excellent.She planned every event in advance and never had us to wait at entrances to venues etc.When we had to board the train at Kandy she had the train tickets bought in advance for us to board immediately.Other groups had...

            Show more"
270,63622,"I especially loved the experiences of being able to cook local food with the families and getting a read insight on how to prepare the food, learning about the ingredients. Apart from that, our tour guide, Irosha Nanayakkara, was the absolute best in...

            Show more"
271,63622,The guide was fantastic; everything else could have been slightly better.
272,63622,Good pace. Great experiences on site. Good size of group. Great leader.
273,63622,"The tour was really well organised with plenty of variety and not rushed. I would particularly like to commend the tour guide, Upul Hemantha, who was professional, extremely knowledgeable and very helpful to me and my daughter. He blended information...

            Show more"
274,63622,"Truly great experience. Fantastic, knowledgeable tour leader (Upul). Authentic experience."
275,63622,"The trip was very well organised and all staff took very good care of us (including drivers and tour guide). We had great travel companions with a great vibe in the group. The trip enabled us to see and experience Sri Lanka to the fullest extent...

            Show more"
276,63622,Fantastic tour for foodies
277,197354,"I was super lucky to find BH Lanka Tours on the tourradar website. All the many details of our tour were handled more than professionally and with great care.

Our days were long. Our tour guide Buddhika seemed more than happy to make sure that we were...

            Show more"
278,197354,"It was a nice trip. Because of heavy rains sometimes we had to make some little changes in our plans but it was ok. The accommodations were generally good. The planed activities are nice but you should remember if you want to do a tour just for 11 days,...

            Show more"
279,103123,The itinerary was well designed and it was an unforgettable memory of Sri Lanka. Shall definitely visit again to experience more... Can't Wait...!!
280,103123,"Our guide was excellent. Always friendly, approachable and very knowledgeable on local history in each location we visited. He went above and beyond to make the trip wonderful for everyone. I would definitely recommend him and Aitken Spence."
281,103123,"Just home (we were a group of 4 friends, all girls in our mid-20s) from the most amazing 9 day trip organized perfectly by Atkien Spence Travel. 

Some of the highlights of the trip included amazing views in Sigiriya, a jeep safari (where we saw...

            Show more"
282,103123,"Our tour group of 12 Australians were most fortunate to have Sam Samarakoon as our guide for our first SriLankan experience. His knowledge of sites visited , history, wild life, plant life, society, art and culture, as well as music and cricket was...

            Show more"
283,103123,"No doubt that the service from Aitken Spence and the people of Sri Lanka was immaculate, however the cost of the holiday was more than it should as there was heavy price discrimination between foreigners and locals and prices were all quoted in American...

            Show more"
284,103123,"It was one of the best travel experience I ever had in my life. The hotels, food & the places were great. Thanks for arranging this wonderful trip for me. Keep it up!"
285,103123,"A fantastic trip you could not want a better itinerary or service. We had a fantastic driver/ guide who was so knowledgeable on the culture, history and wild life of Sri Lanka."
286,103123,"Asanka was a great tour guide! He was happy to stop wherever we wanted, provided a lot of information about the areas we were driving through and frequently pulled over to make sure we tried the roadside snacks. He went out of his way to organise...

            Show more"
287,103123,We thoroughly enjoyed our tour. Our guide Chamith was great
288,103123,Overall the trip was good. The guide was pretty good. Some of the hotels were horrible. Then a couple of hotels were great... I'm not too sure what happened there but it was a very good way to see Sri Lanka
289,90055,"The tour was an excellent and interesting mixture of activities and sites throughout the 11 days.
The trip up to Jaffna is long particularly with the speed limits and traffic police and really demands a two night stay. Our guide here had only ever been...

            Show more"
290,90055,"The North east explorer was certainly worth the journey - the disappointment was that half way through the trip 2 trips combined ... sadly there were then 25 people on a huge bus ... the trip lost a lot of its appeal. The buffet was tiresome but a...

            Show more"
291,90055,"Sri Lanka is one of the most beautiful places I've visited and this tour was so valuable in showing me those amazing places. The destinations we visited took my breath away and Anuradhapura was certainly a highlight for me. Everything ran extremely...

            Show more"
292,90055,"Great but only problem was having to join a large group when we had been six, and we expected a small tour of 16-18 as we had been told at time of booking."
293,176045,"There are a number of issues:-
- I specifically booked a group tour for the group social - being the only guest was an absolute disaster. The early hotels were a bit remote and almost empty too.
- single Premium to avoid room shares was an excessive...

            Show more"
294,176045,Had a wonderful time on the tour. All arrangements were perfect. Would love to do another trip with Swastik India.
295,176045,A great tour. Saw many wonderful places. Services of Swastik India Journeys were impressive. Thanks for the great memories.
296,176045,It was a great tour.Services of Swastik India were amazing.
297,176045,It was an excellent tour. Would love to travel with Swastik India Journeys in the future.
298,176045,Wonderful!! I don't have words to describe how amazing the tour was.Our guide was very professional and made our tour very entertaining. Hotels were excellent. I have no doubt in recommending this tour to other travellers.
299,176045,Can't think of better way to see Sri Lanka.Visited many beautiful places.Our guide Lucky had great knowledge.He really goes extra mile for his travelers. Hotels were excellent and the food was amazing. I have no doubt in recommending this tour.
300,176045,Really disappointed with the quality of the tour. Too much to detail here but a full report will be submitted to Tour Radar customer services and Trip Advisor. Should make interesting reading for those looking for a Sri Lankan experience.
301,176045,Wonderful trip.. guide Lucky was excellent.. but choice of one hotel was not exciting
302,176045,Everything worked out very well. We did enjoy the tour a lot.  I had recommended this trip to several of my friends.  Thanks.
303,114671,"An amazing memory making experience in a beautiful country that offers a multitude of breathtaking sceneries, lovely friendly people, delicious food and most important of all lots of sweet and adorable creatures for all the animal lovers out there....

            Show more"
304,114671,"Well organised from pick up at the airport to all the different locations. A great combination of activities and leisure  time. The beach hotels were fantastic. We opted for the hot air balloon ride and this was a real bucket list moment. Our tour guide...

            Show more"
305,114671,Amazing trip with wonderful company. Very attentive and helpful guide and company manager.
306,114671,"This tour, for us, was a perfect selection of the cultural, architectural, and natural highlights that this stunning country has to offer. You’re on the road a lot to fit it all in - we covered over a 1500KMs! - but the car was a hybrid, in good...

            Show more"
307,114671,Fantastic! I was so happy of this trip. Visited many wonderful places with the best treatment.
308,114671,"What a truly amazing experience in an absolutely beautiful country. BH Sri Lanka Tours were fabulous tailoring our itinerary to include exactly what we wanted and our guide Buddhika was amazing, knowing exactly all of the places my 7 year old daughter &...

            Show more"
309,114671,"The trip was beyond what I expected, definitely thankful for both Basnayake and BH Sri Lanka Tours All the planning done by them was incredible! It’s so nice to be able to relax and not have to worry about things like accommodations,...

            Show more"
310,144528,"Overall a great trip but make sure to look into each part of the itinerary, do as much research as possible to ensure you’re happy and expectations are met. 
We adjusted this to suit us as below:
Day 1: airport pick up 
Day 2: Elephant freedom project....

            Show more"
311,144528,"10 day tour in Sri Lanka

Had a great time in Sri Lanka with Nadil; our tour guide. Nadil provided a wealth of infinite knowledge about culture, animals, geography, flora and fauna. He was our key to understanding Sri Lanka and went above and beyond...

            Show more"
312,144528,"I travelled alone and booked a group Tour, so they arranged that another women come to my tour, it was great. So we started with our guide Buddhika together from Negombo. Buddhika is a very personable, caring and experienced guide who always ensures...

            Show more"
313,144528,"covers many heritage places and for someone who is also interested in exploring wild life, beaches and cities along the coast, this might be the perfect tour."
314,144528,"We see a lot un SryLanka.
Hôtels sometimes very good sometimes not!
Ask before leaving if there are additionnels fees for excursions."
315,144528,"My family and I would highly recommend this tour. Our tour guide was Sidath and he was absolutely amazing and we cannot be more thankful for his knowledge and guidance around Sri Lanka. He made us feel safe and provided lots of advice including how to...

            Show more"
316,144528,"Great choice for an adventure and with good comfortable accommodation. Sri Lanka is definitely an under rated destination. This small group tour was packed with a mix of activities, some physically demanding. But also some relaxing time. The driver was...

            Show more"
317,144528,"Book with confidence
Any small problem quickly solved thanks to our excellent guide Gayantha who went over and above to give us a really good experience; excellent knowledge,flexible, always available and with an abundance of good humour."
318,144528,"Overall, I rate the trip as only OK. for the following reasons - 1) some of the hotels that we stayed in were average, for example, the rooms were average and did not have the best views i.e seaview or mountain views. 2) We were disappointed that...

            Show more"
319,144528,"Using a local company like Capital Lanka Tours has many advantages. In particular Capital Lanka could be be more responsive to their client's needs than overseas companies. I saw this in action with modification of itineraries. It also has the inside...

            Show more"
320,191096,"Perfect Day Tour for Solo & Travellers who are in love to connect with new travellers !
The Guide was so friendly and...

            Show more"
321,191096,"I loved every second of our tour. We got to experience so much of Sri Lanka, and the best part of the experience was...

            Show more"
322,191096,"A Trip For Lifetime !

Everything was perfectly organised and we never had a thought as strangers since day 1 ,
The...

            Show more"
323,63403,"Amazing trip!
We travelled to Sri Lanka in August/September 2019 and had a great experience with Step Lanka and our driver and guide Tharaka. We visited some amazing places and Tharaka used his knowledge to make sure we were able to make the most of...

            Show more"
324,63403,"Sri Lanka Family Tour with Intrepid Travel...  Was excellent value overall!!  We enjoyed the itinerary and the flow of the tour.  The hotels were ok.. nothing spectacular but clean and nice.  We loved the camping site!!  Nice things to see.. though in...

            Show more"
325,63403,"Excellent guide, similar minded families, good activities and ethical and environmentally responsible."
326,63403,"it was a fantastic tour, well planned and organised. all main sites covered plus optional experiences that are off the beaten track"
327,63403,"Having travelled with Intrepid to Borneo in 215/16, we were keen to travel with the company again. I didn't think we could possibly match the experiences we had in Borneo, but I was wrong. This has been one of the best holidays of my life!!"
328,63403,It’s a great way to travel with younger kids as it takes most of the stress out of it.
329,63403,"Small groups, strong local presence, ethical travel, always a great experience."
330,63403,Greta size of group and program
331,63403,Such an excellent guide who was able to answer any aditional questions from any of the groups members
332,63403,"My leader, Nandana, was very helpful with everything. He helped us with looking for places for nice food, and with general information. His English was amazing too. Everything we went to was interesting, and a big difference in the range of things we...

            Show more"
333,189698,"This trip has a fantastic itinerary for getting a really good taste of Sri Lanka. Travelling in a group of solo travellers really helped us get to know each other, and the group bonded really well. Unfortunately our trip was cut short by the covid-19...

            Show more"
334,140509,"Good to go in the evening as it can be quite hot. If you must wear a shade and hat . Good place to take photos and people watching .Famous! 1st time seeing a lighthouse in my life. By just seeing the photo, I told myself I need to see that. Its...

            Show more"
335,140509,"Sri Lanka number one cold place of NuwaraEliya very beautiful and have many mounts and river .hot tea is good farms worldwide .cite name of little England given the name Britain government In Sri Lanka one of the best place for relaxing with cool...

            Show more"
336,140509,"We are planning to tour of Heritage tour   with stelaranholidays & our friend suggested travel company memorable tour in our life 7 Night 8 Days our tour company made nice tour  to us   and one more thing that good value for our money   than tour...

            Show more"
337,171723,"Our chief complaint is regarding the 1st hotel we stayed at Palm Garden Village in Anuradhapura. The hotel was substandard in many ways. We had no water for several hours. The pool was unusable. The staff appeared to be untrained & the hotel is still...

            Show more"
338,171723,"We have been blown away by Sri Lanka. The tour was a fabulous mix of history and nature. Our tour guide, Hermal was amazing, the best guide we have ever had. Excellent organisation…went like clockwork."
339,171723,"My tour with Sri Holidays was absolutely amazing!! Sama arranged everything for me and ensure that everything was spot on, he arranged lovely hotels and the car i traveled in was luxurious. Namal my tour leader was amazing, knowledgeable, kind and...

            Show more"
340,171723,Very happy with the tour. Good choice of hotels and very attentive guide.
341,171723,The guide was very friendly and he put on a smile on our face.
342,114560,"All our wishes were fulfilled regarding our holiday. Together with Tour Radar and BH Lanka, we can look back with a very satisfied feeling. Also we have to thanks for their chosen guider/ driver Mr Gayatham  Bugala. If you want to get to know Sri Lanka,...

            Show more"
343,177964,"Texas ladies spent 12 days circling the island of Sri Lanka experiencing the change in landscape, history and the culture. It was a great two weeks jammed packed with activiies from game drives in National Parks, to treking to the Worlds End, seeing...

            Show more"
344,177964,"Dear Gayantha & BH Lanka Tours, we had a good time with you, It was really a remarkable experience - you took us to some nice local places to eat - everything grown and made on spot!
The choice of sites visit and activities that have been included in...

            Show more"
345,99907,"Omg! What an amazing experience, from our awesome guide, to the beautiful locations, a variety of transport taken to...

            Show more"
346,99907,Very well organised with knowledgeable guide
347,99907,"Felt it was a different tour, but then it came all together.  Would have perhaps liked a more aggressive hill walk...

            Show more"
348,92884,"I really enjoyed the Cycle Sri Lanka tour with Intrepid - I found it to be a good balance of sightseeing, seeing local life + wildlife and exercise across mostly SW and Central Sri Lanka. We packed a lot of places into 13 days. Sri Lanka has a rich...

            Show more"
349,92884,"Good combination of cycling and sightseeing.Incredibly helpful and friendly tour leader, who was well supported."
350,92884,"The trip met and exceeded our high expectations.Very organised and well-planned.Sam always planned ahead so we got the best of every opportunity. The team went the extra mile and were creative in making the trip special - ie: the way they celebrated a...

            Show more"
351,92884,"The Intrepid team on the ground were exceptional and worked very well together. They were very well organised and a lot of fun. The accommodation was comfortable and maybe better than expected, the bikes were good and the itinerary allowed to see a...

            Show more"
352,92884,"The tour was well organised and fun.
 Brilliant way to see Sri Lanka."
353,92884,"Sam was an amazing tour leader; he operated his crew and the trip so that the travellers got the best experience of Sri Lanka. Sam was very thoughtful in that he created 'moments' for everyone - whether that be by giving you a lotus to offer at each...

            Show more"
354,92884,"Trip was awesome fun, full of experiences both mainstream and local, well organized, knowledgable compident guides who had a good time with us."
355,92884,The group dynamic was to cycle VERY fast and this made the trip less enjoyable for me.
356,92884,"I love the cycling tour, this was my first time and everyone in the group was so friendly. The staffs were so nice, helpful, promptly when in response. They made me feel so safe.The locals were friendly and the kids were cheerful. I learned a lot about...

            Show more"
357,92884,"A couple of the hotels were not so great but overall itinerary was good.  You must be comfortable riding around lots of traffic and narrow roads. Guides and support were very good. I rode with clip in shoes but I don't recommend it because of the number...

            Show more"
358,111170,"I would 10/10 recommend this tour!! Our guides Stu and Abbey were so patient, professional and helpful. They did a great job managing/guiding such a large group."
359,111170,"My guide,  Ranga was absolutely fantastic. He answered all my questions, was happy to stop when ever I wanted,  and pointed out the amazing views along the way.  His English was great and he made the trip what it was. 

My only not great comment is...

            Show more"
360,153741,"This trip was absolutely amazing. We could not be more happy with Bh Lanka, Tour Radar and are awesome guide Buddhika. Anyone couple who is interested in a unique and exciting honeymoon adventure should book this tour. Our guide took great care of us...

            Show more"
361,153741,"I strongly recommend BH Sri Lanka Tours! Our trip was limited due to COVID, but that’s  beyond anyone’s control. Our tour guide Sidath found alternative activities for us to do. Hasitha also stayed in touch with us throughout our trip to make sure that...

            Show more"
362,153741,"We decided to travel to Sri Lanka at short notice for a birthday holiday. I searched the internet and read great reviews about BH Sri Lanka Tours so decided to book direct with them via email.

BH Tours made the whole process so easy. Friends had...

            Show more"
363,175492,"My wife and I had an absolutely wonderful time on our two week tour of Sri Lanka. We had intended to travel to this gorgeous country for many years, and this month we were able to realise our dream. 
Dana our guide and driver was an integral part of our...

            Show more"
364,165729,"very nice, satisfied, will recommend to all, friends, family to come to Sri Lanka. It is a very beautiful, wonderful place and people are awesome."
365,165729,"Prassan was very professional, always a smiling face, knowledgeable, accommodating, goes beyond to make our tour, stay in the hotels, experiences in Sri Lanka a memory of a lifetime. He always come on time, professional look, clean car and always ready...

            Show more"
366,165729,"Excellent driver/ tour guide, most of the hotel we stayed are excellent, places we visited are full of historical events and ruins. 
Now I know more about Sri Lanka, about they civilization and their culture.
Thanks for Mango Vacation for letting us...

            Show more"
367,165729,"Splendid experience with our driver Vishwa, he showed us around and helped us when needed. Also great with kids, they loved him!!"
368,165729,"Prassana went above and beyond to make sure we had the most enjoyable trip! We were able to personalize our trip with things that we wanted to do. Mango and Prasanna were always available to help and answer questions. We were asked how everything was...

            Show more"
369,165729,"Mango Vacation (MV) and this specific tour were both excellent choices!

Travelling in small group: little covid problem, very well arranged
It was the first time I left on holiday alone and I chose a small group trip. However, due to the covid...

            Show more"
370,165729,"Just completed a packed and enjoyable 9 day historic tour of SriLanka with driver/guide Vishwa. Vishwa proved to be a very professional driver always ensuring safety. Throughout the trip Vishwa was attentive, calm, patient and very funny. Vishwa had...

            Show more"
371,165729,"Just finished up an 8 day tour with Vishwa as our guide. So happy we booked with Mango. We had absolutely excellent service the whole time and covered lots of ground with this tour. We loved our guide Vish who was always happy, informative and ready to...

            Show more"
372,165729,"Vishwa was our driver. He was very kind patient and fun guy. I would highly recommend him as a driver. If I were to return to Sri Lanka I would definitely contact him. He has really good driving skills too as is necessary on some of the steep muddy...

            Show more"
373,165729,"From start to finish Salitha was amazing! We booked with the company as it seemed very professional and informative. When we met Salitha we really enjoyed his tour of Sri Lanka, local style. He not only showed us the main sights but also gave us...

            Show more"
374,141328,"This  tour  we are travel 2016 June it was  great  tour  An ideal tour for Train Trail Landscape, mountain, nice tea plantation nature lovers, view of hill country and those who love landscapes and superb mountain scenery we are from Germany all of six...

            Show more"
375,166483,"Our Guide Train was so knowledgeable and helpful throughout the trip. I thoroughly enjoyed the extra excursions he organized for us, and his food recommendations were always so delicious. I would definitely recommend this trip to someone and will be...

            Show more"
376,138440,"We are booked last minute Ayurveda tour. I can’t ‘beloved amazing wow best Ayurveda healing treatments and Yoga while you unwind away from stress on a beautiful journey across the island when we  joint with stelaranholidays  now  we are happy  Ayurveda...

            Show more"
377,215605,"Excellent communication right from the start including flexibility to add a few days beach stay at the start of our holiday. We were sent a detailed itinerary and received a phone call from BH Lanka within a few hours of arrival advising when and where...

            Show more"
378,140471,"Being a solo traveler, travelling for  kms with an unknown driver wasn’t tough at all because of Ranjith .   He was not only a driver, but a guide, photographer, guard and a friend too.  Along with doing his duty of driving very well, rest all of the...

            Show more"
379,191523,"Driver brilliant, Hotels miles from anywhere dumped at lunchtime each day . Some hotels had food available but most had none.
Instructed on arrival to sign a disclosure changing all the rules, trying to charge4 times more for day trips than the internet...

            Show more"
380,191523,"Great team, amazing guides, wonderful vehicles, state of the class accommodations!! What more can I say, just perfect!! Let me tell you this though, if you wish to have a vacation in Sri Lanka to guarantee yourself that nothing will go wrong and will be...

            Show more"
381,177414,"Excellent Sri Lanka experience with Lanka safe tours
I found Lanka safe tours by chance, started making contact on WhatsApp with Dinesh and appears who is the manager.
I read so many great reviews about Dinesh , that I was determined to choose Dinesh...

            Show more"
382,177414,"Excellent Sri Lanka experience with Lanka safe tours
I found Lanka safe tours by chance, started making contact on WhatsApp with Dinesh and appears who is the manager.
I read so many great reviews about Dinesh , that I was determined to choose Dinesh...

            Show more"
383,177414,"Dinesh kumara  from Lanka safe tours organized a most wonderful trip for us covering so many interesting sights in the Northern and Eastern parts of Sri Lanka e.g. Wilpattu national park,  Mihinthale, Avukana, Sgiriya, Anuradhapura. We were very lucky...

            Show more"
384,177414,"Dinesh was a great manager of the tour. The locations that he suggested was great and the driver that he hired to drive us around was a very safe driver. He always pulled to the side of the road to make calls

Booking was very easy. Dinesh was in...

            Show more"
385,224954,"We had a nice travel experience during 12 days in Sri Lanka. the whole tour went smoothly and was well organized by Kaushi, and others with good cooperative thanks, we will be back in the future with Holiday Lanka."
386,224954,"Mali representative was very helpful and informative in the whole process from applying for a visa to arriving and staying in Sri Lanka. He did his best to prepare all our documents on time and paid attention to all the details about vaccination, PCR,...

            Show more"
387,197058,This trip was wonderful! My boyfriend and I chose this trip based on our itinerary and it did not disappoint. our driver Isuru is extremely knowledgeable and enthusiastic and the memories you create will never be forgotten!
388,197058,"Holiday Lanka Tours took such good care of us during our visit to Sri Lanka. It is the first time that a travel company calls us every night at the hotel to check that everything is at its best. Excellent guide and driving, well chosen hotels and many...

            Show more"
389,197226,What a fantastic experience. A wide range of activities provides a good insight into the country. Friendly welcoming people. A streamlined trip. I would recommend anyone to visit this beautiful country.
390,197226,"Great team, amazing guides, wonderful vehicles, state of the class accommodations!! What more can I say, just perfect!! Let me tell you this though, if you wish to have a vacation in Sri Lanka to guarantee yourself that nothing will go wrong and will be...

            Show more"
391,103122,"Wonderful Tour. 
Sri Lankan hospitality was amazing and people are super sweet. Thank you so much for everything. The gifts were amazing. Thank you..."
392,103122,"Good tour, good guide, but I would have chosen a different itinerary, if I did it again."
393,103122,"It was an excellent tour which was way above my expectations. The tour guide contributed greatly to my knowledge of Sri Lanka, its culture, its history, and its Buddhist and Hindu heritage."
394,103122,"Very expensive for what you get.. essentially a driver and asked where we wanted to go..  our guide was brilliant but he more or less asked us what we wanted to do rather than follow the itinerary.. we paid for a guided tour and ended up just being...

            Show more"
395,103122,"We did the most amazing tour of India with Intrepid a few weeks before this tour, so naturally we were going to compare the two. This tour was just dismal though. Most of the items on the itinerary weren’t followed (we didn’t visit the temple at...

            Show more"
396,103122,"With a twin share of 1600.00 Australian the value for money wasn't in this tour. We had today for all entry fees an meals but breakfasts. Honestly the accomdation could of gotten it all for 400.00 over the 5 days an travel less then 200.00 for us both....

            Show more"
397,103122,"This was a fantastic tour! The Aitken Spence team in Colombo was great to work with - very courteous and patient, and quick to answer all my questions.  The guide, Tharindu (or Anu) was wonderful as well - very kind and accommodating, and very...

            Show more"
398,103122,Great fun...excellent guide. First class hotels except final night in colombo.
399,103122,I had a number of places I wished to visit and these were all included in the tour with several additional places which I was not aware of.  Our tour leader was excellent and unusually flexible.
400,103122,"Dambulla Cave Temples, Polonnaruwa and Minneriya National Park"
401,175872,It was an amazing tour. Saw many beautiful places of Sri Lanka in a short period of time. Services were excellent throughout the tour.
402,102655,"Very good overall trip, accurate to itinerary , hotels in general better than expected, guide excellent"
403,102655,Mahendra was an excellent guide also the group we were with were all good fun.
404,102655,Enjoyable fun trip and Mahendra was an excellent tour leader.
405,102655,"Great trip, as always with you guys but thought some areas could be improved."
406,102655,"Well organised, interesting itinerary, good quality hotels and always a good knowledgeable guide."
407,102655,"It was very well organised :
 accommodation, transport (driver, driver's assistant with private bus, train, public bus)
 wat was included on the itinerary was interesting and worthwhile
 the guide was very experienced !"
408,102655,"Prabarth was a most excellent guide.Extremely genuine, helpful, patient and entertaining."
409,102655,"More activities, less free time.There is not too much to do on your own."
410,102655,"Overall, I enjoyed the trip and many of the activities included. Our guide, Prabarth, had a welcoming personality and shared great information about life in Sri Lanka. However, there were many instances where we were told to eat at the hotel buffet or...

            Show more"
411,102655,"I felt this was more an explore or exodus trip not intrepid!!!! If you don’t nit include meals we should have be able to choose where to eat instead of being force fed cold buffets. Safari was awful poor elephants. Spice garden rubbish.. not enough...

            Show more"
412,33172,"The tour experience was truly outstanding, largely due to the exceptional skills of our tour guide, Ruwan. Without a doubt, he was simply brilliant and we couldn't have asked for a better guide. The itinerary was meticulously planned and provided a...

            Show more"
413,33172,"Rumania, our guide, was fabulous ensuring all group members were well prepared for the activities and journeying."
414,33172,Well paced tour taking in all the places and things to do on my wish list
415,33172,"The trip was well-planned and well-conducted. The tour guide was knowledgeable and pleasant, keeping all on track without being officious or demanding. The hotels were appropriate to the standard of the tour and the organisation of things like baggage...

            Show more"
416,33172,Very organised tour with our own luxury coach.Guide was excellent but drowned us with too much repeated information at times.Most hotels were excellent with a couple or poor ones.
417,33172,"Guide made the trip very enjoyable and interesting. Would have prefered a few more cultural activities like visiting a pottery making place or batik factory. Hotels were for the most part very comfortable . Would have preferred if a few were closer to...

            Show more"
418,33172,"Great Tour leader, driver & assistant driver helped make this tour."
419,33172,"I loved the whole trip but my favourite experiences were Climbing Sigiriya Rock, seeing elephants on a game drive in Kaudulla National Park, cycling through villages in Giritale and having lunch with a local family and white water rafting in Kitulgala."
420,33172,"This tour was excellent, the tour guide Ruwan was brilliant and couldn’t fault him. The itinerary was great and hotels excellent. The bus was very spacious and driver excellent also. The only negative I have is that the hotels tended to be in non...

            Show more"
421,33172,"I have to agree with Bettina's review of Discover Sri Lanka tour. Missed activities, poor quality hotels, very bustling experiences, no successful attempts to avoid overtly crowded activities and sites.  In my case our guide had insufficient knowledge...

            Show more"
