,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
115,In-depth Cultural,Tour on Silk Road from Tashkurgan China to Islamabad Pakistan," Tashkurgan, Sost, Gulmit, Karimabad, Gilgit, Chilas, Besham City, Peshawar, Islamabad+1 more", 12 to 80 ,"Private, Group, Partially Guided, Sightseeing+2 more",Hunza Explorers,12 days,0,109378
116,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
117,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
118,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
119,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
120,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
121,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
122,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
123,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
124,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
125,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
126,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
127,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
128,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
129,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
130,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
131,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
132,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
133,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
134,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
135,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
136,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
137,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
138,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
139,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
140,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
141,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
142,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
143,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
144,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
145,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
146,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
147,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
148,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
149,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
150,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
151,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
152,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
153,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
154,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
155,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
156,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
157,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
158,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
159,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
160,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
161,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
162,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
163,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
164,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
165,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
166,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
167,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
168,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
169,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
170,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
171,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
172,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
173,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
174,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
175,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
176,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
177,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
178,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
179,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
180,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
181,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
182,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
183,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
184,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
185,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
186,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
187,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
188,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
189,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
190,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
191,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
192,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
193,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
194,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
195,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
196,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
197,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
198,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
199,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
200,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
201,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
202,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
203,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
204,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
205,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
206,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
207,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
208,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
209,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
210,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
211,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
212,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
213,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
214,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
215,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
216,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
217,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
218,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
219,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
220,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
221,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
222,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
