,Destination_link,Review,Sentiment Score
56,126471,"Poorly researched,poorly executed.Tour Leader was good considering she had little to no first hand experience with regard to the itinary. Very little in regard to locally guided tours andLocal historical facts.Both long distance trips left participants...

            Show more",2
144,107475,"I wasn't sure this was the right trip for me because I am an inactive person and it was listed as a moderate level...

            Show more",2
166,143881,"I wasn't sure this was the right trip for me because I am an inactive person and it was listed as a moderate level...

            Show more",2
187,204641,Way too many hours on a bus.  Hotels were average and out of the way.  Saw a lot of truck stops.,2
188,204641,"1. Redesign the itinerary. The existing one has the travelers spending tooooo many entire days sitting on a bus and at truck stops. By the time we've stopped in a town for the night, most of venues of interests (museums, churches, many restaurants, etc)...

            Show more",2
189,204641,"I believe the Itenerary was misleading . We traveled long hours on the bus 7-8 hours . When we would arrive at our destination which was described beautifully in the Itenerary the town would be shut down for the night . Most of the hotels were clean and...

            Show more",2
192,143882,"I wasn't sure this was the right trip for me because I am an inactive person and it was listed as a moderate level...

            Show more",2
20,82881,"I'm only giving two stars because the guide and driver were both very kind, but I found that the tour lacked free time. I chose this tour because of the abundance of free time, but I felt obligated to join in activities because no one else on the tour...

            Show more",2
29,82881,"The unfortunate thing was that we were significantly older than the rest of the group so it was fragmented. The guide did little to socialise and we never had his room number if we needed assistance. The transportation was very good with 11 on the group...

            Show more",2
88,137955,"The tour delivered what was promised. 
In Polonaruva I suggest to go in a hotel / guesthouse in town instead of the hotel at the lakeside.
The excursion to the mangrove and lake was a waste of time and money.
We spent a half day in Galle, instead of...

            Show more",2
133,126504,"Summary: Dealing with BH Sri Lanka Tours was very difficult to work with and they didn't respond well. Our tour guide/driver was great and made up for a lot of the frustrations I had with the tour company and the only reason this is anything more than a...

            Show more",2
166,111171,"Please do your research before going we are told we would be getting 3 or better star hotels and what we did get were not even 1Star we were really disappointed ☹️ we realize that Sri Lanka us under government turmoil but for tourists they should have...

            Show more",2
176,82831,"Very unorganized, guide didn’t seem to know what we should be paying for out of pocket/ what was included on our trip, when we had free time we’d organize something sndvthe gyide would take us somewhere else because hisvfriends were there.",2
179,119770,Hotels were not luxurious as indicated. Very basic at 2/3 star. One place was below 1 star and disgusting. Drivers English poor. Food very basic. Itinerary not covered completely.,2
187,187946,"We did a 5 day/4 night tour. Initially we thought the tour was great value for money but was unaware of all the unmentioned extra costs and that it only included hotel, breakfast and driver. 

On the first day we were dropped at Milennium  Elephant...

            Show more",2
191,183353,"Although we had a very pleasant driver, the trip was advertised as it being a tour with an English speaking chauffeur guide in the description. When we arrived in Sri Lanka unfortunately it became apparent that the driver could speak very little English...

            Show more",2
199,92261,"Not all Hotels were clean, kandy Dirty Sheets, Unawatuna smelly bathroom.
 Asith was a Great Guide and The drivers aswell",2
200,92261,"I believe your BASIC Simly Sri Lanka tour was lacking with good hotel choices and the bus was too small for 16 people including BUS staff, who didn't have a proper seat. Some warning has to be given as to how much luggage one should take.",2
201,92261,"There wasn't enough free time available or time to do all the options, felt there was so much time wasted having to see 'a gem shop and temple of the tooth' etc that wasn't mandatory on the itinerary- so we missed out on seeing Kandy and could only fit...

            Show more",2
290,90055,"The North east explorer was certainly worth the journey - the disappointment was that half way through the trip 2 trips combined ... sadly there were then 25 people on a huge bus ... the trip lost a lot of its appeal. The buffet was tiresome but a...

            Show more",2
293,176045,"There are a number of issues:-
- I specifically booked a group tour for the group social - being the only guest was an absolute disaster. The early hotels were a bit remote and almost empty too.
- single Premium to avoid room shares was an excessive...

            Show more",2
300,176045,Really disappointed with the quality of the tour. Too much to detail here but a full report will be submitted to Tour Radar customer services and Trip Advisor. Should make interesting reading for those looking for a Sri Lankan experience.,2
337,171723,"Our chief complaint is regarding the 1st hotel we stayed at Palm Garden Village in Anuradhapura. The hotel was substandard in many ways. We had no water for several hours. The pool was unusable. The staff appeared to be untrained & the hotel is still...

            Show more",2
394,103122,"Very expensive for what you get.. essentially a driver and asked where we wanted to go..  our guide was brilliant but he more or less asked us what we wanted to do rather than follow the itinerary.. we paid for a guided tour and ended up just being...

            Show more",2
395,103122,"We did the most amazing tour of India with Intrepid a few weeks before this tour, so naturally we were going to compare the two. This tour was just dismal though. Most of the items on the itinerary weren’t followed (we didn’t visit the temple at...

            Show more",2
411,102655,"I felt this was more an explore or exodus trip not intrepid!!!! If you don’t nit include meals we should have be able to choose where to eat instead of being force fed cold buffets. Safari was awful poor elephants. Spice garden rubbish.. not enough...

            Show more",2
432,156034,"I had an amizing time with my group members who I met at the tour and our Tourgide/ driver and security man ( he was all in one). I decided to stay in the cheaper hotels, but also this hotels looked very luxery, or they had an amazing view to Sigyria...

            Show more",2
537,169883,"I travel a lot and I am described as uncomplicated, but this tour was not worth it's money/time. I payed about 500€ for 14 days (i think now they raised it up to 800, altough they didn't change anything) and so my expectation was low and still i got...

            Show more",2
656,150248,"Ich habe diese Gruppentour gebucht, da ich alleine gereist bin. Leider gab es scheinbar nicht genügend Buchungen,...

            Show more",2
856,214253,"We went out for 2 days to Yala National Park from Colombo to go on a jeep safari in December 2021. Neel, our driver, picked us up on time and took us along the beach route to the South. He showed several places, like the sea turtle hatchery and stopped...

            Show more",2
988,205937,"Large Minority [external link removed in moderation] is an idea, and (in my opinion) the people behind that idea are...

            Show more",2
1292,143660,There was no snacks organised for the breaks when cycling.,2
6,82244,"This review rating is about my experiences with Tour Radar as a tour agent/operator for the Canadian Rockies adventure. Unfortunately, my dealing with this company and not Trafalgar directly was VERY INEFFICIENT.. 
The tour experience with Trafalgar...

            Show more",2
9,82244,The trip of a lifetime. Very sad for it to end.,2
11,178350,"Our tour guide and group were amazing. He was punctual, knowledgeable, and kind. However I wasn’t too happy with the tour. I understand it is a low season, but many things were canceled or unavailable. The biggest disappointment was not going to a First...

            Show more",2
45,23018,"The tour was very rushed.  I felt we did not have time to explore the areas.  I appreciate there is a lot of road travelling which I was expecting but we made numerous stops at gas stations for rest breaks and at supermarkets.  This just added on extra...

            Show more",2
64,178367,"It would be good if you could offer an accommodation package that allowed for private rooms where available, although the experience at Rampart Creek was worth it.  We were disappointed with Samesun Banff and horrified at the price they charged for two...

            Show more",2
82,93173,"No meals made it difficult when hotels were outside of area. First orientation very poor. Took way to long to talk to everyone individually. I would Suggest one meeting to talk to everyone. Would have been nice to have a last meal together and a group...

            Show more",2
86,93173,"We were the only Canadians on the tour and we are francophones. Towards the end of the tour, Lisa shared with the whole group how she grew up hating (yes hating) French speaking Canadians. Until Lisa, my husband and I had never been the subject of...

            Show more",2
88,93173,"Hotels were too far from main town 
Dated and waited too long for rooms",2
96,92361,"This review rating is about my experiences with Tour Radar as a tour agent/operator for the Canadian Rockies adventure. Unfortunately, my dealing with this company and not Trafalgar directly was VERY INEFFICIENT.. 
The tour experience with Trafalgar...

            Show more",2
99,92361,The trip of a lifetime. Very sad for it to end.,2
112,97992,"The guides were great and the trip was great but it was not the trip I signed up for.  No hike first night because we ate at 11 pm.  Never went to Peyto lake, did not horseback ride (because needed to be booked two weeks in advance and they tried to...

            Show more",2
127,4989,This camping trip was woncerful. Luckily the weather was good as that would impact the trip significantly.,2
153,127744,"Transportation - please improve. The smart parts of one the monitor fell down twice on people head.
Included meal - no variety. We arrived very late and they took another hour to prepare. We only get to eat dinner almost 9:30 pm!
Itinerary - a few days...

            Show more",2
155,127744,Bus was too small for 21 travellers seats could be more comfortable,2
156,127744,Too many people on bus very small area for stretching legs if you are tall. Bus seats could be more comfortable.,2
191,51555,"I was disappointed with the lack of Covid protocol enforcement. It made me very uncomfortable, as I didn’t expect this.",2
214,51558,"I was disappointed with the lack of Covid protocol enforcement. It made me very uncomfortable, as I didn’t expect this.",2
308,90501,"This review rating is about my experiences with Tour Radar as a tour agent/operator for the Canadian Rockies adventure. Unfortunately, my dealing with this company and not Trafalgar directly was VERY INEFFICIENT.. 
The tour experience with Trafalgar...

            Show more",2
311,90501,The trip of a lifetime. Very sad for it to end.,2
373,216589,"It was too expensive for solo traveling.
On top of it no activity was included in the price I had paid.
We had to pay daily service charges yo the guide as well.
I hope in future you can have something attractive for solo traveling as well.",2
380,52278,"Generally all was good, but . . . 
very disappointed we did not use the Nanaimo ferry to vancouver island, had to go through Vancouver yet  again,  then wait almost 2 hours for ferry.  It would have been good to see more of the island.",2
428,240385,"The trip was fine but the tour director was totally hopeless.  Bus driver was fabulous but I felt disappointed in Lake Louise as there were hundreds of people standing at the lake's edge and you couldn't get any decent photos.  I would not particularly...

            Show more",2
524,138308,"it was an amazing experience.  Then guides were great and really looked after us.  The hikes were varied and each one offered something different.  I am a vegetarian and the food was excellent.
I will definitely return using this tour company.",2
527,138308,"Couldn't recommend the tour more, exceeded all expectations. Had  fantastic group and guides. Guides did everything to make it a memorable and comfortable trip for all. Miss it already and hope to do another tour in the future",2
540,102665,"The trip was good but our guide was really bad. The guide would not try the bring the group together in any way and at every campsite the guide's would go do their own thing and not try to socialize. The pace was so fast that you would not have time to...

            Show more",2
605,232220,Cosmos favoured those who bought tickets for meals leaving us by ourselves wandering the towns to find food and water which is not supported or suppled by the tour. Tour guide did not attempt to check where we were leaving us behind and we had to find him.,2
628,83738,"I was disappointed with the lack of Covid protocol enforcement. It made me very uncomfortable, as I didn’t expect this.",2
635,150279,"Note this is not a tour of a fixed group of participants with a professional guide. It is an itinerary composed of separate events which could be undertaken by groups, couples or like me an individual. Every aspect of this ""tour"" was organised to...

            Show more",2
775,229460,"We did not have a good experience with this company. Fault blame is mixed. Due to the high cost of insurance that Collette offers, adding one more cost to the trip would have made it unmanageable. In June, we had piggybacked a tour out of Vancouver,...

            Show more",2
842,100011,"Other than The Chelsea hotel which was well located, the other hotels were of poor quality and poorly located.  Disappointing to be on a highway hotel. Not enough breakfasts included and zero dinners.  Taxis for meals.  All this adds to the cost of the...

            Show more",2
911,93165,"Other than The Chelsea hotel which was well located, the other hotels were of poor quality and poorly located.  Disappointing to be on a highway hotel. Not enough breakfasts included and zero dinners.  Taxis for meals.  All this adds to the cost of the...

            Show more",2
915,186488,"Many Canadian attractions were not yet open for the season so advertised tours/excursions didn’t take place (e.g. Niagara Falls Hornblower cruise, 1000 Islands cruise). Hotels were out of town and not all had a bar/restaurant so it was sometimes...

            Show more",2
917,186488,"Tour guide Walter and driver Serge were spectacular, however the trip itself with the hotels left something to be desired. Difficult to find meals in places, hotels were old and had no staff to clean during our stays...leaving 3 days of dirty towels and...

            Show more",2
957,134090,Cosmos favoured those who bought tickets for meals leaving us by ourselves wandering the towns to find food and water which is not supported or suppled by the tour. Tour guide did not attempt to check where we were leaving us behind and we had to find him.,2
968,51727,"This was the first time I’d been on a holiday to North America and also the first time I’d been on an escorted holiday.  The group size was around 30 people (mainly couples), in total there were four single travellers on the holiday, most people on the...

            Show more",2
975,84235,"The cities we visited were beautiful, I just wish that the time on the bus was less.  Change the dinner place in Ottawa, not up to your standards!  We did not enjoy the canal cruise, it was too long, boring, and would have preferred that time to see...

            Show more",2
994,182862,"Dealing with Globalduniya is disappointing and a slap in the face to customers. Because our Globalduniya tour guide/driver, Anant M. failed to lock the vehicle’s doors during our “Vancouver City Tour,” my husband’s backpack and my backpack were both...

            Show more",2
1004,114494,"Generally all was good, but . . . 
very disappointed we did not use the Nanaimo ferry to vancouver island, had to go through Vancouver yet  again,  then wait almost 2 hours for ferry.  It would have been good to see more of the island.",2
1008,132528,"The land content was fantastic, the cancellation of train trip was very disappointing",2
1014,84452,Cosmos favoured those who bought tickets for meals leaving us by ourselves wandering the towns to find food and water which is not supported or suppled by the tour. Tour guide did not attempt to check where we were leaving us behind and we had to find him.,2
1024,52308,Cosmos favoured those who bought tickets for meals leaving us by ourselves wandering the towns to find food and water which is not supported or suppled by the tour. Tour guide did not attempt to check where we were leaving us behind and we had to find him.,2
1038,240379,"The trip was fine but the tour director was totally hopeless.  Bus driver was fabulous but I felt disappointed in Lake Louise as there were hundreds of people standing at the lake's edge and you couldn't get any decent photos.  I would not particularly...

            Show more",2
1283,232893,"The trip was fine but the tour director was totally hopeless.  Bus driver was fabulous but I felt disappointed in Lake Louise as there were hundreds of people standing at the lake's edge and you couldn't get any decent photos.  I would not particularly...

            Show more",2
1345,183657,Cosmos favoured those who bought tickets for meals leaving us by ourselves wandering the towns to find food and water which is not supported or suppled by the tour. Tour guide did not attempt to check where we were leaving us behind and we had to find him.,2
18,5505,"Overall a good experience.  With the exception of the accommodations in the village, the rest of the accommodations were inadequate. Breakfast should be included with the tour. As a result of having to buy breakfast much time were wasted in the...

            Show more",3
37,88881,"I firstly have to say the driver Pramod has been excellent and he always made sure we are comfortable and provided excellent service. The guide in Delhi and Agra was good but the guide in Jaipur was not friendly. The guide in Jaipur was not prioritising...

            Show more",3
44,110498,"Ajit Singh, my driver, was very considerate and awesome. I also really liked my tour guide Shiva in New Delhi, Amit in Agra, and Krishnan in Jaipur. 

However the tour in Sikri was very bad. There were beggars in the fort. Our tour guide was average....

            Show more",3
52,113375,Guides and drivers were very good. Hotels had no facilities such as bar and meals very restricted. Just curries really. Service good though in hotels.,3
103,62422,"This trip was challenging. The overall itinerary and the cities we visited were good but I have many points of feedback:
- Most important: rooms in winter should have basic necessities like heating and hot water.
- People who book the basic tour should...

            Show more",3
108,62422,"The trip itself was great, however, the tour guide was just ok. Was helpful when had to be but if we didn’t do what he wanted by way of additional activities (which he could make more money off of us) outside of the included ones, he was not ok with this.

            Show more",3
136,115980,"The trip was well organized and everybody was in time. We have seen a lot of the monuments. The driver was very friendly and never late. Unfortunately his english could be improved a little bit.
The reason why we reduced the overall rating is that there...

            Show more",3
191,131887,"Everyone with whom I dealt with at WTX was fabulous, friendly and very helpful. The itinerary was hectic for me, as there was a LOT of driving and the roads (in some parts) were very uncomfortable. Since the itinerary was so packed, we missed some of...

            Show more",3
202,125836,"Kerala is beautiful, very scenic and the people are generally very friendly.   Other than in Cochin we really didn’t have a guide, just a driver.  Our driver changed during the tour, in all we had three drivers.  None of the drivers were very...

            Show more",3
249,5502,Would love to have more included meals and activities,3
337,165993,"Paid a premium to stay in superior category hotels, however only the hotel on the first night could be considered to meet this standard. The hotels provided for the remainder of the trip we average and much lower than expectations.",3
344,165993,"I have seen many companies that were offering the same tour in cheap price but their quality of travel and professionalism I was not sure I booked this tour being first time traveller to India I did not want to take any risk because of pricing and...

            Show more",3
360,5496,I've enjiyed all G adventures tours but the pace and accommodation won't suit suit everyone,3
361,5496,overall,3
492,99552,"It was all in all a decent experience. I was travelling alone so I had to pay thr single supplement, which amounted to basically doubling the price for the tour. Originally, I thought that was costly, but as it turned out, it was a private tour and so I...

            Show more",3
529,128473,"Overall this was as the reviews state a great tour. However on arrival we had a driver but no tour leader with limited English & no detailed itinerary of the tour including what are options etc & accommodation at each location. We were also the only two...

            Show more",3
565,81956,It would be perfect except for the fact that things sometimes felt rushed and the accommodation was (often) way too far away from major attractions.,3
573,136734,"I did an 8 day tour with varanasi excursions that included golden triangle, udaipur and mumbai.

They told me that in all sightseeing points i would be with an experienced guide, but it wasn´t the case. Actually, the first day the guide didn´t speak...

            Show more",3
577,136734,Hotel location on the first night wasn't ideal but the rest of the hotel quality and location was good.,3
636,94687,"I was on my own on this tour , i expexted to share with others, but when arrived i discovered it was just me and the driver. The driver Paulo was very nice and attentive , a real bodyguard,but the conversation a bit limited by his rudimental english.
I...

            Show more",3
720,2583,The accommodation was rated as 3/4 star and the price point matched. However the facilities and cleanliness was not at that level. This was the first time using On The Go Tours and my 6th tour via a provider so feel I have a good comparison.,3
740,114564,"Overall a good tour with excellent guide but let down by the Ranthambore guide, was not available (saw him once) and left us with the safaris that no one else wanted. Would not use again.",3
741,114564,"Overall the tour was ok, but there were some major sticking points that didn't leave us with great impression. Below are in order of severity 

1) the biggest issue was that 2 of the hotels that we were told were booked were replaced by 2 inferior...

            Show more",3
816,105590,We had a great driver.   Hotel were average 3Star.   No need for a guide,3
835,158301,"Tour was excellent, however viranassi was too long.  Arrived very early in morning with full day free until 530 aarti show.  Should have done tour of sarnath that day, aarti in evening, then ganges boatride and tour of ghats the following morning and...

            Show more",3
873,127988,"I had a wonderful time.  I felt very safe travelling alone as a woman.  The tour itself is excellent and covers a lot of ground, but by the time I got to Jaipur, I was having knee issues and finding it difficult to climb stairs due to a prior injury, so...

            Show more",3
930,191102,"It was my first time to travel to india I got tired after searching so many tours on tourradar but most of the tours having bed feedback about hotels and guide so i did not book with them later i found India golden triangle tour with Golden Temple where...

            Show more",3
946,188016,"Whilst we did ultimately enjoy our tour, the lead up to it and the first day were very stressful. We had issues with the tour operator not organizing a national park stay or any safaris, not getting our itinerary until the 2nd day of the tour, and the...

            Show more",3
1000,114551,"Dell'India avevamo già visitato il Rajasthan, ma ci incuriosiva l'Orissa, una regione meno frequentata turisticamente , con alcune zone ancora tribali.
Si tratta di un viaggio da affrontare senza molte pretese per quanto riguarda le strutture, almeno...

            Show more",3
1034,95939,"Would recommend booking with Gets Holidays:

When I first made the decision to visit India, there were so many options and companies available..  As a westerner, I normally book my holidays through UK companies, however, when I started to research for...

            Show more",3
1207,1786,Hotels for a comfort level tour should have been better.,3
1235,81386,"this is my first travel w a tour and iso far i am not disappointed at all.there are mishaps like hotel location, communication between the guide and the operator re:prepaid entrance fees but it’s alright nothing is perfect i guess.
of all the trips i...

            Show more",3
1236,81386,"Had an amazing time in India with my sister but for some issues. The drive between towns were very long but that couldn't be helped. Our driver was very soft spoken so even if he mentioned about the things we passed along the way, only the person in the...

            Show more",3
1242,81277,"A slick organizational process, but tour guides need to give clients breathing time from constant barrage of information...and stop bringing us to shops for their own commission",3
1270,185512,I did a lot of enquiry before booking the tour but not happy what other was offering later I found amazing India Tours it's hotels and team seemed very much professional in making tour memorable we loved the people,3
1303,76490,"We only booked this trip one week before we went and did not have any high expectations. We usually research these trips well in advance. The trip I would recommend we had our own private driver the whole time and his knowledge of India and Kerala was...

            Show more",3
1335,166317,"Wonderful arrangements and good service provided by team. But weather was very hot in june and people should come from August till May.

Cheers!
Allan Hood, Sydney",3
1358,142773,We are happy with all services that we wanted as first time travel to India but india three star hotels does not have good internet services rest everything was awesome,3
1364,142773,"After so much of reasearch I found this tour on tourradar which suited my budget and I liked all the experience on this India tour but hotel we have choosen three star hotels in india these hotels has limited services option band food also if you want...

            Show more",3
1396,190762,"We did the Golden Triangle tour with Udaipur but had it modified for us as it was part of our three weeks in India, The arrangement that Amazing India Tours did for us could not be faulted. having used Amazing India Tours previously we had no concerns...

            Show more",3
1401,81378,"Generally, well organized trip. The main office's admin & support was superb, but as  the trip itself was managed by local staffs, sometimes quality of service varied. 

Once I wasn't able to find my guide at Taj - I tried to make a call, but couldn't...

            Show more",3
1436,81221,"Hotel accomodation in Delhi was good but environment was very poor, in Jaipur was poor, in Agra very good",3
1443,81232,"We did the Golden Triangle but had it modified for us as it was part of our three weeks in India,
The arrangement that Gets did for us could not be faulted. having used Gets previously we had no concerns about the arrangements that thy did for us.
If...

            Show more",3
1617,191149,"We had stayed small 3 star hotels with bed and breakfast in all places as per programme my driver Deepak was so helpful, kind, trustworthy During the visit of Taj Mahal and Amber Fort and India gate we got local different guides we can not thank for...

            Show more",3
1623,217168,"It was bit difficult here to choose best tour company because many company offer tour in cheap price to get clients then I decided to check hotels and about tour guide qualification with Amazing India Tours when I got to know exact details about...

            Show more",3
1683,214131,Wonderful guides in each city we saw many temples and monuments on the tour we are highly happy with hotels and driver but keep in mind three star hotel does not have good internet,3
1686,214131,Trip of a lifetime. The organization was tremendous and the Amazing India Tours guides were superb. Could not recommend them more highly.,3
1740,81103,"Overall tourist destination sites where good .  Important that you have a good driver . Take precautions , as your driver and certain tour guides will lead you to shops where they get commissions and where they sell expensive items. I must emphasise...

            Show more",3
1769,81217,Trip of a lifetime. The organisation was tremendous and the Gets guides were superb. Could not recommend them more highly.,3
1819,136046,"Our trip to India would not be as magnificent as it was without MTA
15 days, 11 major stops, 2000 miles including 2 internal flights, camels and elephants - almost 20 people from MTA India met, drove, guided, fed, entertained, educated, accommodated,...

            Show more",3
1864,158975,"A pocket friendly tour . The tour was very well prepared by K K Holidays . If you want to explore the beauty of Taj mahal & royalty of Maharajas this is the best trip to look forward . 
Hotels were 3 star with all modern amenities . Vehicle provided...

            Show more",3
1868,124657,It's full-on but that means you see lots in a short space of time.,3
1883,111995,"Driver from Airport to Resort spoke NO English/millions of questions I had . Froze me out of car! .Took 5 hours to arrive . Paid for 4 Star . Seemed like a 3 ! Food was very poor . Did not even have a real cup of coffee., just instant Nescafé . NO heat...

            Show more",3
1930,115754,"This was a great experience but... And it's a big BUT: this is not for everyone. Coming to India would be a life changing experience and if you're willing to open your heart and lower your expectations, you will have great fun! Unfortunately for me...

            Show more",3
1977,113716,"On the whole it was an ok tour. The car was clean and comfortable. The drivers were courteous, on time and professional. 
The first hotel was good. Jaipur Central Hotel was not good. It is not clean. We have to use soapy water to clean all the counter...

            Show more",3
2007,143362,"I would give this tour 6 stars out of 5 if I could! This is the second time I have chose this company (last time was our 1st Anniversary - this was the 10th) and we could not thank them enough. We could not fault the service and attention to detail in...

            Show more",3
2009,102169,We booked this tour as it was supposed to include the Pushkar fair but the tour left Pushkar on the day the tour started.,3
27,86015,"Need more time to shop.  We had a group from Trinidad who spoke with an accent.  Perhaps it would be good to wear nametags for a few days.  Our tour guide, Haley, was excellent.",3
41,167617,"My 5 day wild west tour was relatively ok. I feel like there were alot of positive aspects of the tour but other things that could be improved. Both tour guides Pascuale and Giovanni had were responsible and very informative. The bus driver, Sam, was...

            Show more",3
43,167617,"We travelled to America to experience California expecting an American guide and our first guide was Italian with little English or insight into the places we were to see.
A lack of any sort of introduction or welcome by Roberto meant the tour group...

            Show more",3
48,167617,"Over all it's good. But I like to mention about these 3 points 
1.) I wish the bus seating is more luxurious so that one can sleep while traveling to places 
2.) Tour radar did not mention in detail what winter itinerary and summer itinerary difference....

            Show more",3
60,167770,"Wir waren eine kleine Gruppe
Die Organisation war gut
Die Unterkünfte auch
Es wurde viel Trinkwasser verteilt
Die...

            Show more",3
68,161844,"In general things went very well. However, At the Denali location there was a shortage of staff which prevented full service at the  Park, Ie. not all dinning venues were normal and our room service such as daily service was missing. We were told, staff...

            Show more",3
86,62087,"Tight schedule - got to see a lot - at times I would have liked a bit more info upfront so I could have planned better (eg at one point I was enjoying a post-lunch beer & was told we had to go now so I had to tip it away; turns out we got in the van,...

            Show more",3
92,82420,"The tour itself was good, It was just that the islands didn’t really live up to my expectations.",3
96,82420,"We were told by Tour Radar that we could not plan “individual outings” before our trip. “Wait until you get there and your tour guide will help you”. At least that was my interpretation. So by the time we got to Hawaii a couple of the events we wanted...

            Show more",3
106,90265,"I want to preface this review by saying we are not ""Tour People"" and generally prefer to do our own planning. We thought we'd give this one a try. The good parts: The Alaska tour took us to some places I would not have thought about, such as a visit to...

            Show more",3
135,210158,"The tour was fine however the description did not indicate that there would be multiple hikes EVERY day.  Accommodations were fine except the first hotel put us all on the second floor without having an elevator.  If this is typical then you might want...

            Show more",3
142,65363,We have all submitted our reviews to Cindy at Bindlestiff Tours.  But she had to explanation.,3
145,65363,"My trip was good because I was with my friends. The weather couldn't have been more perfect & the places we visited were magnificently beautiful. However, although our tour guide was a nice enough guy, I was not impressed with him at all. He seemed like...

            Show more",3
161,177100,"Hard working and efficient CEO.  Camping sites were ok - facilities not working well.  Stated iteniary changes - hiking options (unavoidable) and drop off at end of tour (would have been helpful to know sooner).
Beautiful area to experience - some hikes...

            Show more",3
169,167549,Could have been better,3
194,167900,Everything was excellent except the hotel that we stayed at was very run down.,3
196,167900,"The itinerary of this trip is well designed and the sights are superb, you won't be disappointed.
However, our enjoyment was severely diminished by the chauvinistic, mysogynistic, racist and politically underscored commentary of our guide Eduardo. 
In...

            Show more",3
199,167739,"Vielen Dank an Roberto und Lorenzo für die umfangreichen Informationen und schönen Stopps. Leider war die Tour nur...

            Show more",3
200,167739,"HOWEVER, Ozzie & Lorenzo were fantastic they went over their way to make the trip fantastic - good knowledge & ensure lunch was at reasonable prices.  One leg of the trip with Zippy she only spoke when she was demanding a tip she never spoke to me for...

            Show more",3
201,167739,"Except the hotels and breakfast, rest of the tour was great.",3
207,167720,Amadeo said that our group should make this voyage with maximum 10 persons in a van but it was in a large bus ans anable to take the coastline.,3
214,62091,"Great tour, but Intrepid should have definitely declared it as a youth tour. If you're older than 25 you're an oldie let alone being in your 30ies, 40ies or older. 
Nevertheless the organizing was good, you got a lot of freedom though being a guided...

            Show more",3
227,222588,The parks were amazing. I know that we would not have been able to see some of the amazing site we went to without Nat Geo.,3
247,198308,"I had a wonderful time. I was a little disappointed in the accommodations at the Ellis Island hotel. Our deposit had not been taken care of as well as the resort fee. Our guide took care of the resort fee with his Bindlestiff Credit card but the hotel...

            Show more",3
255,125811,"Mike knows the park very well and where to find the animals. The transport was ok but fairly cramped for 8 people and luggage. The seating should have been rotated as viewing from the back was limited. The 2nd single seat at the door was probably the...

            Show more",3
257,215628,"Yosemite tour was amazing. Choice of lodging needed to be different. Too far out of the way which caused a lot of extra driving. A hotel which was previously used would have been better. And virtually no response to questions thru the Tour Radar app....

            Show more",3
270,144908,"It could have been more cost effective.  We did enjoy the tour especially Tom Pugliese, the tour director.  He made the trip worthwhile and memorable",3
278,62085,I rate my experience 5 as I got to see the tourist spots that I wanted to see.,3
300,52223,It was jammed with things to see.  Wonderful sites and good tour guide and coach driver,3
317,224141,"Hotels were decent, breakfast was ok.",3
321,119105,"if your goal is to see five national parks in rapid succession, this is an ok experience.  vast majority of time is spent on bus.  rest stops about every 1.5 - 2 hours.  
very very little time spent at each destination.  the weather in early May is...

            Show more",3
324,119105,Great parks but way too much time on the bus and not enough time spent actually exploring the parks.  Not sure I would ever take a bus tour like this again.,3
325,119105,"Lucked into the right time for this trip avoiding high season, where time that would have been wasted waiting to enter / park / view a site was able to be used to attend other scenes. Loved EVERYTHING. But cherished rafting the snake river around...

            Show more",3
327,81262,All aspects of this trip were very good but it may be improved by having less time in Las Vegas and/or having the Group Leader show you more of Las Vegas.,3
328,81262,Ease of transport to otherwise places difficult to access.,3
353,93681,"Like many other businesses, they are having some staffing issues. This business was particularly affected by the pandemic as nobody traveled for a year and they had to lay off some people. We had some trouble getting through to them on occasion, but...

            Show more",3
356,82331,"Although the trip was good, we were 52 people without name tags. When I tried to leave this comment with Trafalgar, they claimed this was to help the environment. Surely a company of that size could be less patronizing and find a way to allow passengers...

            Show more",3
388,93679,"Brochures/tour information should be updated.  Covid-19 requirements for example.  This did not have even a single mention at the welcome reception or at any time during the tour, despite the brochure, and could have saved some luggage.  Sunset cruise...

            Show more",3
417,93677,"Brochures/tour information should be updated.  Covid-19 requirements for example.  This did not have even a single...

            Show more",3
419,93677,"Like many other businesses, they are having some staffing issues. This business was particularly affected by the...

            Show more",3
425,92353,The tour guide was good.  Cannot remember his name.  The hotels and the food choices around them weren't that good.  Otherwise we enjoyed the trip.,3
463,167756,"The tour leader is very good and helpfull especially the Japan one. But the timing arrangements too tight.And the hotel is not that good.And the tour is too many people,so it's very hard to get out from the bus.So it makes us too little time at one...

            Show more",3
466,117870,"Enjoyed the tour but was very disappointed at the lack of excursions offer during our free time. Globus prides itself on a variety of excursions so there are many choices for all types of personalities. This is my first tour ever that the excursions...

            Show more",3
473,52245,Would’ve loved it to have been longer! An extra night in each main city would’ve been great for extra activities,3
478,100013,"The tour was well put together, the tour guide was excellent, the quality of the accommodation differed at each destination.  The Clarion in Nashville was average but clean but the breakfast was not good especially the fact that we were given paper...

            Show more",3
480,100013,Good trip! Great venue! Lots to do. Well looked after. Disappointed in Nashville quality inn. Staff not helpful and hotel very tired and could be cleaned better,3
572,116592,Tour good but the prepaid airport transfer was over charge USD 20 is too much.,3
