,index,Unnamed: 0,Destination_link,Review,Sentiment Score
215,216,216,62091,It was wonderful and I thoroughly enjoyed it.,5
216,217,217,62091,Great itinerary and excellent guide.,5
217,218,218,62091,"The tour was amazing. Everything was just how it should be, this was only possible because of our amazing tour guide Chris Patric! Our campgrounds and hotels were just fine. Special Greetings from Berlin. I had the time of my life.",5
218,219,219,62086,"- good choice of activities + good mix
 - i especially loved the non-touristic, but amazing activities (f.e. hot river, best smoothie place, pizza spot in the grand canyon...)
 - Shane could give lots of info about America
 - the small groups
 - eye for...

            Show more",4
219,220,220,62086,"The trip was seamless in many ways. Obviously there were a few hiccups, but it was so nice to just sit back and allow someone else to plan the details while I enjoyed the whole experience.",4
220,221,221,62086,"Loved every second of the trip we always knew where we were headed and what was on the agenda for the day. The activities were great and we learned about each area we were going to. I liked the overall organisation of the trip and how everyone chipped...

            Show more",5
221,222,222,62086,"First let me state that the trip I was on started in New York but our group leader gave us the reference for the last leg only.

 The itinerary for this trip is excellent, the extra day stopovers have been well thought out, driving time is comfortable...

            Show more",5
222,223,223,62086,"I don't think she was well trained to listen to her clients....she would cut us off as we asked questions....no sense of mutuality and consultation at all.  There was red alert in Yosemite Valley on the last day of our trip; the alert said that no one...

            Show more",1
223,224,224,222588,Great parks. Convenient not to need to play any logistics!,5
224,225,225,222588,"Sehr guter Tourguide.
Kompakte Woche und genau meinen Vorstellungen entsprechend.
Würde ich jeder Zeit wider buche....

            Show more",5
225,226,226,222588,Loved it,5
226,227,227,222588,"Fantastic trip which was enhanced by Shadrach,s attention to detail and including several extra tout ches.",5
227,228,228,222588,The parks were amazing. I know that we would not have been able to see some of the amazing site we went to without Nat Geo.,3
228,229,229,222588,"Eclectic, but not overcrowded trip with fantastic people. A proper way getting to know the southwest of the US.",4
229,230,230,222588,"The trip was great, made friends with the other people im our group, would do it again",5
230,231,231,222588,"It was an epic trip. I met amazing people, made friends and saw spectacular things. I?m very glad I did it and that I did it with G Adventures",5
231,232,232,223919,"This trip was undeniably one of the best vacations I?ve ever taken! Every day was filled with stunning vistas and experiences, the group was so friendly and everyone got along extremely well. Ryan our CEO was a total rockstar and ensured the trip went...

            Show more",5
232,233,233,206697,"The accommodations, CEO, transportation, and activities were all phenomenal and made for an unforgettable Hawaiian adventure",5
233,234,234,206697,I saw everything i wanted to see and more. The tourguide was super and i liked how the trip was organized.,5
234,235,235,214221,"Tim was a great tour guide. He was knowledgeable, helpful, and always upbeat. Time with the wildlife expert was phenomenal. the tour itself was excellent. The good ranking has to do with communications from Intrepid Travel, which were poor and lead to...

            Show more",5
235,236,236,81263,"The ""Vegas to LA : Grand national parks"" trip was great! Our tour leader, Juli, was really accomodating and always had an answer when asked a question about the natural parks. Plus, she made efforts to speak in a way that even people who are not 100% at...

            Show more",5
236,237,237,81263,Nick Engel was an amazing leader and resource. He handled 9 women between the ages of 28 and 78 with courage and grace!,5
237,238,238,81263,"Incredible trip. Destinations were awesome, and our guide was very knowledgeable.",5
238,239,239,81263,"Small group, matched description, excellent iTunes U and activities, flexible around individual participant requests, knowledgable leader who is passionate about national parks",5
239,240,240,81263,"The trip as a whole was excellent. Our tour leader was very friendly, helpful and knowledgeable. We had plenty of time to enjoy each location and it was a really enjoyable experience in general.",5
240,241,241,81263,I thought it was a great trip,4
241,242,242,81263,"It was very well organised, guide was excellent, destinations and hikes were great, accommodation excellent, very good value for money.",5
242,243,243,81263,"Our tour guide Andrew Dixon was amazing! He did an excellent job at showing us the national parks and constantly gave us so much information about all the places were at. He put in extra effort and always went all the way to make it possible for us to...

            Show more",5
243,244,244,81263,"The design of the trip was great! The accommodation as well.
 The guide could have been a bit more helpful sometimes.
 It was a bit expensive. Maybe some people can manage to do the trip on their own.",4
244,245,245,81263,"The tour destinations were fabulous, made interesting and enjoyable by Nick’s superb knowledge and care.   The van could have a much better system of temperature control, especially as there are no blinds or windows which would open.  Fortunately we...

            Show more",4
245,246,246,222536,"Nice group, beautiful places and a lot of fun!",5
246,247,247,198308,"This National Parks tour was really special.  We covered so much ground - drivers & tour guides, Tristen and Chris, from Bindlestiff were very knowledgeable, helpful, and professional.  The sights were magnificent and beautiful.  Bryce Canyon, Antelope...

            Show more",5
247,248,248,198308,"I had a wonderful time. I was a little disappointed in the accommodations at the Ellis Island hotel. Our deposit had not been taken care of as well as the resort fee. Our guide took care of the resort fee with his Bindlestiff Credit card but the hotel...

            Show more",3
248,249,249,125811,"Great trip. Fantastic Guide (Daniel). Just the right size (9 passengers), and length of time (4 days). Saw lots animals and scenery. Snow added charm. Daniel was expert at finding wildlife snd very knowledgeable. We had a great time. Highly recommend...

            Show more",5
249,250,250,125811,"This trip was fantastic!  The group totaled 4 plus the guide Cade.  We were not disappointed in wildlife viewing.  We saw Black wolves, elk, big horn sheep and bison were up close and personal.  Cade is an excellent guide and the trip would not have...

            Show more",5
250,251,251,125811,"the best thing Brush Buck has are the people giving tours.  without their tireless efforts I would rate my experience as poor.
1  the vehicle we used Friday had no seat belts
2  the hotel did not have my name on file and would not give me a room
3. the...

            Show more",5
251,252,252,125811,"The tour is very good. We saw a lot of animals and went to a lot of places in the park that people don’t go to and should. But we had a lot of problems communicating with the tour operators to get information about our tour. I would suggest that you...

            Show more",4
252,253,253,125811,Kevin is the true cowboy.,5
253,254,254,125811,Great tour. Ask for Neil Moore.,5
254,255,255,125811,"Fantastic tour.  Mike, the guide, was brilliant!",5
255,256,256,125811,"Mike knows the park very well and where to find the animals. The transport was ok but fairly cramped for 8 people and luggage. The seating should have been rotated as viewing from the back was limited. The 2nd single seat at the door was probably the...

            Show more",3
256,257,257,167700,"We really enjoyed this tour. The days on the bus are long as the distances travelled are vast but the places we saw made it all worth it. The coach was very comfortable, the tour was well organised and our guide Lorenzo & bus driver, Ozzie, kept us...

            Show more",5
257,258,258,215628,"Yosemite tour was amazing. Choice of lodging needed to be different. Too far out of the way which caused a lot of extra driving. A hotel which was previously used would have been better. And virtually no response to questions thru the Tour Radar app....

            Show more",3
258,259,259,215628,"Yosemite National Park is breathtaking. As I walked along the hikes that we went on, many times I did not know which direction to look since there was so much natural beauty.",4
259,260,260,75741,"Excellent trip! I would absolutely recommend the Infinite Adventures trips to anyone who loves an adventure, enjoys being outside and is flexible in their travel. In this tour, you should be ready for the weather (have good gear) and love camping...

            Show more",5
260,261,261,75741,"What a wonderful way to discover Alaska! A memorable trip thanks to the efforts of Natalie, Dave, and Carolina. Infinite Adventures provides a really unique travel experience. Their bus is creatively outfitted to be a traveling home for 16 tour...

            Show more",5
261,262,262,75741,"The moment I first saw the blue converted school bus on the website, I knew this was exactly for me.  A couple of previous experiences have taught me that if you encounter an opportunity like traveling around Alaska in a converted school bus, do not...

            Show more",5
262,263,263,75741,"This was such an amazing adventure that it is hard to describe.  You may be asking yourself if this trip is right for me?    Here are some thoughts.  Can you be cooperative; help out and pitch in as needed?  Are you flexible and can handle changes in...

            Show more",5
263,264,264,75741,"WOW! What an amazing trip! My nephew and I traveled to Alaska for the 9-day Kenai Adventure. This trip exceeded all expectations! Dave and Natalie are wonderful....highly experienced, knowledgeable, organized, laid back, and fun! The converted school...

            Show more",5
264,265,265,75741,"Tour was an original, special way to see Parts of Alaska. Too camp in all of those special places with such incredible people is an experience I’ll never forget",5
265,266,266,75741,"Traveled to Alaska with my boys prior to them going off to college. Infinite Adventures provided us with some of our best memories together. They were very knowledgeable, great at spotting wildlife and the Bear Viewing trip was absolutely amazing! I...

            Show more",5
266,267,267,75741,"Me and my wife wanted to visit Alaska and when we saw this tour it was exactly what we wanted! We had an amazing time in Alaska and I believe it was because all the conditions that got mixed on our trip: the nature, the tour people and our guide. Thanks...

            Show more",5
267,268,268,75741,"I wanted to see Alaska from the inside and not a cruise. Trip was amazing. The guides, the adventures, the food and the people we met along the way. A very diverse group of people who all came to be friends at the end of the 9 days. We had fun, ate...

            Show more",5
268,269,269,75741,"Traveling to Alaska was a dream. By Natalie and Aaron we came to a beautiful place, which we would not have found alone. Everything was organized perfectly. Hiking, paddling, whale watching or simply enjoying the incredible nature through the large...

            Show more",5
269,270,270,144908,"It was a good trip.  We saw a lot in all 4 islands, the accommodations in the hotels in Hawaii, Maui and Kauai were fantastic.  The hotel in Honolulu (Twin Fin) was in need of updating.   The location was good and the food good, but the room was without...

            Show more",4
270,271,271,144908,"It could have been more cost effective.  We did enjoy the tour especially Tom Pugliese, the tour director.  He made the trip worthwhile and memorable",3
271,272,272,62085,I had an amazing time on the trip between Los Angeles and Las Vegas. We got to see some amazing things that i probably wouldn’t have known about had I done the trip without being on a tour,4
272,273,273,62085,"It was amazing, for such a short amount of time I got to see a lot of places and do a lot of different things, plus meet some new awesome people!",5
273,274,274,62085,"From start to finish, I couldn't have asked for more. Everyone in the group was up for participating in all activities, and by the end of the trip our little group felt like a family. The trip was one of contrasts, from huge cities to total wilderness,...

            Show more",5
274,275,275,62085,"Good organised, responsible staff, interesstingconditions.",4
275,276,276,62085,"It was a fantastic trip and our group leaders Rene and Shane have been great.
 In comparism to the other trip in South Africa I just didn't like that we had to pay extra for all the food (the trip was expensive enough).",5
276,277,277,62085,loved it,5
277,278,278,62085,"All was excellent, I preferred more timein the Nationalparks and less in the cities. 2 nights in Las Vegas was too long for me.",5
278,279,279,62085,I rate my experience 5 as I got to see the tourist spots that I wanted to see.,3
279,280,280,62085,"Small groups, good price and trip quality ratio, interesting itineraries",4
280,281,281,168631,"In general a really good trip! Enough packed in without feeling too rushed! Good facilities and all the canp sites were of a good quality! The tour leader did a pretty good job, she had the answers to all questions which we asked and had a fun side to...

            Show more",4
281,282,282,210746,"The itinerary, hikes and activities were great. The best feature of the hotel in Seattle was 
location. The quality of the hotels went from bad to worst. On the one we stayed the last two nights there was not even soap, we had to go and ask for it and...

            Show more",2
282,283,283,210746,Great experience getting to see many of the National Parks in Washington state.  It was great not to have to find hotel accommodations and to have guides that are avid hikers to guide us on the hikes. It was a very relaxing and enjoyable experience!,5
283,284,284,171176,"See a lot in a short time!
Really good tour, you see a lot of very cool places in a short time! Great diversity of experiences from jeep tours to hikes to helicopter rides!
Fair warning, its not for the faint of heart, its fast paced. But with that said...

            Show more",4
284,285,285,171176,"Best 3-Day Tour Ever!
Our tour guide Christian was very knowledgeable & informative about the areas & their history. Our Navejo guides for Antelope Canyon & Monument Valley were helpful, kind & informative. The landscapes were breathtaking & the entire...

            Show more",5
285,286,286,171176,"Thank you guys for an incredible experience,
I have just returned from the 3 day Grand Canyon and more trip and was over the moon with it. It is a fairly busy schedule but there was plenty of time to see everything and the guide was knowledgeable and...

            Show more",5
286,287,287,171176,"Wonderful! Great tourguide, gorgeous scenery, well worth the money! Couldn't be better!",5
287,288,288,171176,"Bindlestiff and our guide Chris Urban were outstanding!! His knowledge of the places we visited was amazing. He was also an excellent story teller. 
I would highly recommend Tourradar and Bindlestiff to anyone.
Don Ahlstrand",5
288,289,289,171176,"Well planned tour with beautiful vistas along the way.  Navajo Reservation with authentic lunch and native guide was superb.  Helicopter ride over Grand Canyon was another highlight.  Zion National Park, Monument Valley, and Horseshoe Bend were...

            Show more",4
289,290,290,171176,"I did the 3 day Grand Canyon and more tour over NYE 20/21. It was packed full of fantastic places to go to and see. I was initially concerned it wouldn’t be as good because of covid restrictions but it hardly effected the trip.  
Tour guide was very...

            Show more",4
290,291,291,171176,"The Tour was excellent, we follow our guide and see the beautiful cliff, rivers,... I recommand this tour, and this commercial tour ! Thank you",5
291,292,292,223162,"This Intrepid tour was exceptional, in terms of presenting us with a pretty full picture of life in the modern South, as well as its past history.  Our only complaint was that Nashville didn't really fit.  Although we enjoyed seeing it, we did not enjoy...

            Show more",4
292,293,293,52323,"This was a really great tour; it is short, but a great  and economical introduction to a beautiful part of the country!",5
293,294,294,52323,Not as it was portrayed,1
294,295,295,52323,I enjoyed the tour immensely. Sophie was a great tour guide and Mike was an excellent driver. I'm hoping to take another tour next summer as a result of this tour.,5
295,296,296,52323,"NEVER AGAIN!

I booked a family vacation to Alaska with COSMOS about 9 months in advance.  I had advanced over Seven thousand dollars to COSMOS for the trip, only to have COSMOS cancel the tour.

I can understand unexpected things happen that caused the...

            Show more",5
296,297,297,52323,"Just returned from the Grand Alaskan tour booked on line with Cosmos.........after paying an additional $1,300 for balcony suite we were extremely disappointed to board the ship and find out Cosmos had booked us an ocean view room only with the cruise...

            Show more",1
297,298,298,52323,Amazing way to grab a glimpse of Alaska,5
298,299,299,52323,"Our guide Kris was just wonderful, full of enthusiasm, witty, well organised and unflappable! The tour was good, the highlights being the a Riverboat cruise, which was incredibly well organised and the wildlife tour in Denali. Sara our guide for that...

            Show more",5
299,300,300,52223,"Loved the trip. Saw some amazing places, and traveled with some interesting people.",5
300,301,301,52223,It was jammed with things to see.  Wonderful sites and good tour guide and coach driver,3
301,302,302,52223,"It was a great overview of many of the Wild West's natural, fantastic features.",4
302,303,303,52223,We had a great time. I would recommend TourRader and Cosmos,5
303,304,304,52223,"We appreciated the number and quality of activities.  Our bus driver was excellent.  I felt badly for those with limited mobility because they couldn't enjoy many of the hikes.  The brochure should include more information regarding uneven terrain and...

            Show more",4
304,305,305,52223,The tour guide was awesome.  The stuff we saw was worth every cent.  Do this tour!,5
305,306,306,52223,"Fast paced tour packed with majestic beauty. Craig was a fantastic guide, full of knowledge about all the areas we visited. And although meals weren't included, he gave great advice and directions to great places to eat. This trip was very enjoyable and...

            Show more",5
306,307,307,52223,Great tour with magnificent scenery!  Great tour director and coach driver.  So fun and learned so much about these beautiful natural wonders of nature.  Highly recommend this tour!,5
307,308,308,52223,"It was a great tour, loved the destinations.  Tour guide was knowledgeable, humorous, organized, accommodating to all physical skill levels.  Bus driver was amazing and very friendly.  Hotels and meals were excellent, except for the one in Las Vegas....

            Show more",5
308,309,309,52223,"Although a little pricy, this was an excellent trip. It was well planned and everything went smoothly. Our tour guide was outstanding, very knowledgeable and entertaining. In fact, he was probably the best we have ever experienced on a tour. Our driver...

            Show more",4
309,310,310,125807,"Brushbuck Tour Guides were very knowledgeable, professional, organized, and provided a good time for all the patrons. There were some issues due to Covid but they had a back up plan for every curve ball they were given. Definitely recommend this tour...

            Show more",4
310,311,311,125807,"Wonderful trip, a little  disorganized",4
311,312,312,125807,"Time flies when you're having fun. Me and my daughter had an excellent time on this trip. 11 days seems like a long time but with so much to do, it flew by. We were able to see parts of Alaska that few get the opportunity to see. There were plenty of...

            Show more",5
312,313,313,125807,"This was a 5-star experience with a full itinerary, above and beyond our expectations with up close wildlife viewing, an array of activities, and incredibly knowledgeable and fun guides.",5
313,314,314,198304,"We did a 7 day tour to Yellowstone from Las Vegas and a 4 day tour from Las Vegas to San Fran via Yosemite and they were both fantastic! Very good value for money and our tour guides were also really good and friendly. They were so helpful and...

            Show more",5
314,315,315,84447,"As this was my first tour I have nothing to compare it too. However , overall it was fantastic. If I did give feedback it would be for a meet and greet of everyone on the tour first day/ night. 
While it was explained to us later in tour this was the ‘...

            Show more",4
315,316,316,84447,For someone who had never visited the East side of USA we recommend this option.,4
316,317,317,84447,Very fast paced and except for accommodation and coach have to pay for everything ELSE not even breakfast for which hotels would charge a whopping 17 dollars. No tea or coffee making facilities available in some of the hotels making morning awful,2
317,318,318,224141,"Hotels were decent, breakfast was ok.",3
318,319,319,224141,"Overall itinerary was great and Phil was an exceptional tour guide. He had lots of facts to say about each spot, which was very educational! I appreciated the vaccine requitement for the trip and the masking requirement in the van. I didn't catch COVID...

            Show more",4
319,320,320,206698,My trip to Hawaii was memorable and exceeded all expectations,5
320,321,321,206698,Truly a life changing experience. Perfect amount of planned activities and free time. Can&#39;t wait to go back and visit.,5
321,322,322,119105,"if your goal is to see five national parks in rapid succession, this is an ok experience.  vast majority of time is spent on bus.  rest stops about every 1.5 - 2 hours.  
very very little time spent at each destination.  the weather in early May is...

            Show more",3
322,323,323,119105,"Definitely could not have seen all that we saw without the tour. Trafalgar took us to all the great places. The accommodations were nice. The tour director, wellness director, and driver were all fantastic. Worth every penny! I can't wait for my next tour.",5
323,324,324,119105,"I really enjoyed my trip: unforgettable landscapes, excellent guide and good hotels. Highly recommend this tour.",5
324,325,325,119105,Great parks but way too much time on the bus and not enough time spent actually exploring the parks.  Not sure I would ever take a bus tour like this again.,3
325,326,326,119105,"Lucked into the right time for this trip avoiding high season, where time that would have been wasted waiting to enter / park / view a site was able to be used to attend other scenes. Loved EVERYTHING. But cherished rafting the snake river around...

            Show more",3
326,327,327,223848,"The Coastal Maine Tour was excellent contributed mostly to our most capable, considerate, knowledgeable, polite, top of his class team leader, Tim Mitchell.  The diverse group of nine people we got along so well that we even exchanged information and...

            Show more",5
327,328,328,81262,All aspects of this trip were very good but it may be improved by having less time in Las Vegas and/or having the Group Leader show you more of Las Vegas.,3
328,329,329,81262,Ease of transport to otherwise places difficult to access.,3
329,330,330,81262,"The trip was really well planned.Personally, I thought that the specific area would have been a difficult part of the country to plan and do as a solo traveler so I am glad I was able to add this trip to my itinerary!",4
330,331,331,81262,Good trip but slightly more expensive than other companies,4
331,332,332,81262,Loved the overall itinerary and places visited.,4
332,333,333,81262,"Carolina was friendly, invested and made every effort to make the trip an experience.",5
333,334,334,81262,I like the size of the groups and the places that we visit. It is not an overly 'touristy' tour (which is good!),4
334,335,335,81262,Kept busy all the time.Excellent,5
335,336,336,81262,majority of the itinerary are great !,5
336,337,337,81262,"I've been to America a few times over the years, but this awesome tour took me to places I just wouldn't go on my own. Ali, our leader, really made the trip for me - she was full of insider tips and info, and was always up for a laugh. I loved hiking in...

            Show more",5
337,338,338,213784,"Tour guide was excellent. The bicycle that was furnished on this cycle tour was woeful. Bike broke down twice , no safety features on the bike: mirror, blinking red light facing rear traffic or reflective surfaces. Gearing was spotty and difficult....

            Show more",2
338,339,339,202641,Great! Did not disappoint!😊,5
339,340,340,202641,". Jason and Nicole did a great Job. I enjoyed the trip. But the Corona situation had an impact on serve s, they need to do some changes.   It was inevitable due to the circumstance. Thank you",4
340,341,341,202641,"Packed with  historical, cultural and ethnic information.   Experienced,  courteous staff.   Nice setting on time and places.",4
341,342,342,202641,Great trip great fun,5
342,343,343,202641,"It was a wonderful week with Jason Cohen and the rest of the passengers.  Jason was a fount of information - so very interesting.  GREAT guide.

Perhaps for future trips, you should include the fact that in the Utah area it is COLD - and suggest people...

            Show more",4
343,344,344,202641,"This was my very first Insight Vacations journey, and I was impressed from the start. The beauty of the iconic American Canyonlands is breathtaking, and this dream journey visits The Grand Canyon, Monument National Park, Bryce Canyon and Zion. We stayed...

            Show more",5
344,345,345,202641,Great tour and excellent guide.,5
345,346,346,202641,This was an awesome trip!  Our Guide Linda Essenbrug went above and beyond in every instance.,5
346,347,347,202641,"At the end of September I took the tour ""Enchanting  canyonlands"" from Scottsdale, Arizona with Insight Vacations. The accomodation was always seminal and as a single, because I opted to share, I had my own room. The friendly guide was full of...

            Show more",4
347,348,348,202641,"Tour was fantastic! The accommodations were excellent and the meals were superb. Just get on the roomy coach and enjoy the beautiful scenery. The tour director (Jason) was very professional, accommodating and informative. He went out of his way to give...

            Show more",5
348,349,349,198300,"Cool group leaders, wonderful nature and sights. Was a bit unlucky with my group as I would've preferred a younger...

            Show more",4
349,350,350,223191,"I had the greatest hiking trip of my life.

Floyd was the best guide anyone could possibly ask for.

He showed and...

            Show more",5
350,351,351,223191,"It was great!!
Travis Hanks is the best!!!!",5
351,352,352,223191,"This was a great tour, I highly recommend",5
352,353,353,93681,"It was a phenomenal experience! Highly recommend! Sights, people, tour guide, all enhanced our travel!",5
353,354,354,93681,"Like many other businesses, they are having some staffing issues. This business was particularly affected by the pandemic as nobody traveled for a year and they had to lay off some people. We had some trouble getting through to them on occasion, but...

            Show more",3
354,355,355,62117,"This tour is everything I’ve ever dreamed for, road trips, the hikes, breathtaking scenery, great people, I’m able to do a lot of things i can’t if I travel on my own, highly recommended",5
355,356,356,62117,"This is an awesome camping trip through some of the best National Parks in the USA.  Campsites were great, with wifi and shower facilities, some were in the parks, others a short drive to the parks. We pretty much had free hiking days at each of the...

            Show more",5
356,357,357,82331,"Although the trip was good, we were 52 people without name tags. When I tried to leave this comment with Trafalgar, they claimed this was to help the environment. Surely a company of that size could be less patronizing and find a way to allow passengers...

            Show more",3
357,358,358,82331,"-We did not have name tags so it was difficult to get to know the 52 people on our trip. 
- we saw many sights but never seemed to have enough time to really see them.
- Deadwood  and the local guide were a waste of time. Please eliminate that!
- the...

            Show more",2
358,359,359,82331,Tom Williams was super knowledgeable about the area we traveled through in the western US national parks. Best tour director I have ever traveled with. He made the trip fun and informative!,5
359,360,360,82331,"Kory set the standard for excellence...she was told this by virtually everyone on that trip...she shyly deferred to Trafalgar saying that the Company gave her the tools to do her job....meeting Kory, in itself, was a once in a lifetime treat...her...

            Show more",5
360,361,361,82331,The history overview and TV presentation was informative and weather was the best,4
361,362,362,82331,"The National Parks Wonders trip was our first with Trafalgar and it was MUCH better that we ever expected. Our tour guide Tyson was absolutely fantastic. He made sure everything went perfectly. He even gave my wife a card on her birthday. His extensive...

            Show more",5
362,363,363,82331,Could  have done without the towns full of t-shirts and Bear town.  Liked the nature and sculptures the best.,4
363,364,364,82331,"One of the best tours I have ever been on.  My husband and my parents all were on this tour.  We met so many nice people from all over the world.  Our driver Tim and our tour guide Korie were fantastic. So much knowledge and information.  Our ride was...

            Show more",5
364,365,365,222794,"Had a great trip! Ron was our guide and he was helpful and knowledgeable. The van was not as advertised, it was uncomfortable and had no trailer for our luggage. Other than that everything was great!",4
365,366,366,52216,"As this was my first tour I have nothing to compare it too. However , overall it was fantastic. If I did give feedback it would be for a meet and greet of everyone on the tour first day/ night. 
While it was explained to us later in tour this was the ‘...

            Show more",4
366,367,367,52216,For someone who had never visited the East side of USA we recommend this option.,4
367,368,368,52216,Very fast paced and except for accommodation and coach have to pay for everything ELSE not even breakfast for which hotels would charge a whopping 17 dollars. No tea or coffee making facilities available in some of the hotels making morning awful,2
368,369,369,82345,It was everything I hoped it would be and more. Very enjoyable and fun.,5
369,370,370,82345,Great trip with Trafalgar  tours@,5
370,371,371,82345,"The Northern California trip was fantastic. Impressed by the thoughtful trip planning and pacing.  Our tour director, Jason, was one of the best we’ve ever had.  Would DEFINITELY recommend this trip to others!",5
371,372,372,82345,"The Northern California Itinerary is wonderful. It ranges from the big city, to the forest to the smaller bay communities. The accommodations were top notch. The meal choice venues were excellent. Our guide, Robert Lehua and driver Angel, were both so...

            Show more",5
372,373,373,82345,"Robert Lehua was our guide and he was outstanding. This was a terrific trip and I give it high marks for accommodations, meals, sights seen, and pacing. It was a well put-together program that I thought was a very good value.",5
373,374,374,82345,"Very good trip.  Tour guide and coach driver were excellent.   Accommodations were great.  I would recommend this trip to others. Except, I would not recommend going to the trip sponsored dinner at the Happy Girl Coffee House in Monterey.  The food was...

            Show more",4
374,375,375,82345,"Every aspect was well planned, tour guide & driver were courteous & knowledgeable",5
375,376,376,90559,"This was my first bus tour trip so it was all new to me. There are only a couple things that I think would have made it an excellent trip: 1) Since we were going to the Grand Canyon, I would have preferred to visit either the Pictographs or the Mazes at...

            Show more",4
376,377,377,90559,Great tour of a vast part of our country. Knowledgeable tour director.,5
377,378,378,90559,Great. Our guide Stephen was excellent,5
378,379,379,217253,Do it. Best experience of my life meeting the most incredible people and exploring a beautiful island. I learned so much about the land and how to be a responsible tourist.,5
379,380,380,217253,"Make sure you care about the planet, and are a responsible traveler. Hawaii is someone’s home, and they care about their home very deeply. Come willing to learn about the culture, practices, and traditions. Be willing to try new foods. The views are...

            Show more",5
380,381,381,217253,"Be prepared to do things out of your comfort zone...but by the end of the trip you'll have had an unbelievably amazing experience and be wishing you could stay!! Feel included in a group of strangers that become a family in such short time and uplift...

            Show more",4
381,382,382,217253,If you are thinking about doing it all just go and do it. It will be the best experience of your life. The impact you will make to the community as well as yourself is huge.,5
382,383,383,217253,"If you are looking to break out of your comfort zone, learn how to become a responsible tourist, and join an amazing mission, this is for you. It is truly a life changing experience and the people you meet will become life long friends. Take the...

            Show more",5
383,384,384,217253,"This trip was a life changing experience to have. You get to immerse yourself in the culture and learn something new every minute you're there. You get to meet locals and natives of Hawai'i and learn their stories and ancestry lineage and work with them...

            Show more",5
384,385,385,217253,It’s a way to travel sustainably and truly get to understand the land you visiting.,5
385,386,386,217253,An unmatched nature and cultural experience of Hawaii's Big Island,5
386,387,387,217253,Go on this trip! You learn so much and are well taken care of. It is such a fun and meaningful experience and a responsible way to travel the world.,5
387,388,388,217253,"Great experience, everything was so well organized and it was truly a special experience. We volunteered and got to do some really cool stuff that helped the community but also had time to explore nearby villages and go on hikes etc.",5
388,389,389,93679,"Brochures/tour information should be updated.  Covid-19 requirements for example.  This did not have even a single mention at the welcome reception or at any time during the tour, despite the brochure, and could have saved some luggage.  Sunset cruise...

            Show more",3
389,390,390,93679,"Fantastic trip, well well organised our CEO Lisa was the best tour guide we have ever had.",5
390,391,391,222591,Sehr gut organisierte Reise. Kleine Gruppe ( 5 Reisende ) und eine tolle Reiseleiterin (Michaela),5
391,392,392,222591,"Stunning places! Our tour guide was very informative as well as inclusive. This led to a comfortable environment and...

            Show more",5
392,393,393,222591,Had a great week and we were so blessed to have Denali show itself.. Weather was great!,5
393,394,394,223157,"I had the greatest hiking trip of my life.

Floyd was the best guide anyone could possibly ask for.

He showed and...

            Show more",5
394,395,395,223157,"It was great!!
Travis Hanks is the best!!!!",5
395,396,396,223157,"This was a great tour, I highly recommend",5
396,397,397,111356,"Bamba Travel was the only tour operator which responded and agreed to help me plan my tour in Hawaii. Although I...

            Show more",4
397,398,398,111356,"Great tour!!
Our guide, Eduardo, was extraordinary with his knowledge and passion. He was also very entertaining....

            Show more",5
398,399,399,214301,"Overall our family had a great experience 
The tour guides were nice and helpful , our second tour guide Gratyana was especially very knowledgeable and organized and gave equal explanations in all 3 languages 
The hotel booked in Vegas , as to the Luxor...

            Show more",4
399,400,400,159619,Sehr gut organisierte Reise. Kleine Gruppe ( 5 Reisende ) und eine tolle Reiseleiterin (Michaela),5
400,401,401,159619,"Stunning places! Our tour guide was very informative as well as inclusive. This led to a comfortable environment and...

            Show more",5
401,402,402,159619,Had a great week and we were so blessed to have Denali show itself.. Weather was great!,5
402,403,403,241179,"Western Frontiers 5/10/22 – 5/19-22

Let me preface this by stating that this was the fourth time we traveled with Trafalgar but it will most certainly be the last. In 2019 we booked and paid for a trip to Belgium, Netherlands and Luxembourg for April...

            Show more",1
403,404,404,167777,"We had a terrific guide in Lorenzo.  He clearly enjoyed his job and was very organised.  He made sure to cater to all ages and explained if some of the walks in the national parks were steep or had many stairs and offered alternative routes or other...

            Show more",4
404,405,405,217934,"Amazing and awe inspiring. Lots of ""wow"" moments",5
405,406,406,217934,"Well-planned and delivered on time as promised! John provided excellent commentary along the drive to each...

            Show more",5
406,407,407,217934,"We had an amazing experience on our trip!! We took our 16 year old son on the 3 Day Zion, Bryce and Grand Canyon tour...

            Show more",5
407,408,408,217933,"Amazing and awe inspiring. Lots of ""wow"" moments",5
408,409,409,217933,"Well-planned and delivered on time as promised! John provided excellent commentary along the drive to each...

            Show more",5
409,410,410,217933,"We had an amazing experience on our trip!! We took our 16 year old son on the 3 Day Zion, Bryce and Grand Canyon tour...

            Show more",5
410,411,411,219495,"The tour plan with its walks, chosen sights ie places to hike & visit, and lodging is excellent. It was a tight schedule without pressure offering A LOT of impressions and beauty. A great o really plan. I would have enjoyed a bit more history &...

            Show more",4
411,412,412,166382,"Communication – Poor from the start where I had to send many messages asking for info. Most replies were incomplete. They missed sending me my tour vouchers and I missed the New York City tour. After the ground team took over, things improved. They have...

            Show more",2
412,413,413,210620,We had awesome tour leaders with Ally and Jillian.  Would have liked a bit more site seeing/wine tasting and a bit less hills/riding on busy roads.  Overall a great trip.,4
