,Destination_link,Review
247,231551,"Our guide was pleasant, helpful, easy to get along with and worked hard to pass on information about Norway and its sights. The fjords and glaciers were amazing!  However, the schedule given by the tour company left something to be desired.   What...

            Show more"
248,231551,"Knowledgeable and fun tour guide, incredible sights, and very nice hotels. Well worth it!!"
249,103614,"The experience in Norway was fantastic - from the wonderful landscapes to the activities to the food and...

            Show more"
250,103614,"The tour was great. The connections of the transportation (ferries, trains) were very smooth. The hotels are very...

            Show more"
251,103614,"Excellent trip, had a wonderful time.  Could not fault one thing. Our tour guide Alain went above and beyond to make...

            Show more"
252,240476,"The cabins were nice, the staff were very good, the food was delicious, the tours were interesting, and the Cruise...

            Show more"
253,240476,"The tour was very well executed and the only criticism I have is that we spent much of the time on trains, buses and...

            Show more"
254,132517,"This tour was something new for my family (4 pers). Norway? Package tour? Alesund? So small town, maybe it will be boring? We ask these questions again and again. However, we were lucky to choose this tour with rather rich tour program.Hotel was in...

            Show more"
255,132525,"The tours each day were well organized and on time. We enjoyed the activities and all of the amazing info with each tour. 
Our guide was very knowledgeable, friendly and kind. We LOVED Myla!!!!"
256,205805,"Our guide was pleasant, helpful, easy to get along with and worked hard to pass on information about Norway and its sights. The fjords and glaciers were amazing!  However, the schedule given by the tour company left something to be desired.   What...

            Show more"
257,205805,"Knowledgeable and fun tour guide, incredible sights, and very nice hotels. Well worth it!!"
