,Destination_link,Review,Sentiment Score
753,138401,"You can’t beat them, check the reviews for Fragrance of Taj on all the usual travel sites and social media platforms. You will see they are the best of the best, offering small group to private customized tours...you want something a little different...

            Show more",5
754,138401,"A friend and I booked this 7 day tour through Tour Radar and were super satisfied with included activities, accommodation and transport from Delhi to Agra, Ranthambore, Jaipur and back to Delhi. We had a crazy flight schedule and some special requests...

            Show more",5
755,149813,"Very well planned tour with the highest standards of services. I haver seen such a great coordination between the agency, hotels, transport and the local team. The tour was made in such a way that a travel enthusiast and culture lover can witness all...

            Show more",5
756,2581,It was a wonderful experience for me and I will tell everyone about the tourrader,5
757,2581,"Loved our time On the Go in India! Perfect introduction to India, highly recommend :)",5
758,2581,"I loved it , it’s fast paced as you see so much , but the trip to shimla is nice relaxing start.",4
759,2581,"What an amazing tour!  We were so lucky to have had such an amazing guide and a fantastic group of travellers. From the word go, through the booking process with Tourradar to the wonderful experience with our guide Yusef Kahn on tour with OntheGo Tours,...

            Show more",5
760,2581,"We just got back from the- Taj and Raj Tour (Start Date: 22/8/208) last Monday evening, Sept 3.
It was certainly a trip of the life time for both me and my wife.  
One of those ‘buck list’ opportunities that went off without a hitch.
We'd enjoyed all of...

            Show more",5
761,98621,"Couldn't have wished for a better experience on my first India tour. I was very nervous because i never traveled on my own, everybody on the tour driver, guides and tour company make me feel at home with their friendly service. The tour is very well...

            Show more",5
762,98621,"Amazing experience in India. Well organised tour with lots of activities but also some free time to enjoy. Yolo India tours company looked after us so well and it was very thoughtful for arranging a surprise birthday cake for my mother.  It is...

            Show more",5
763,98621,"I would highly recommend Yolo India Tours to anyone wanting to explore India. We have experienced such a wide range of India's culture, spiritual and natural. I traveled with my friends, we had the most amazing time. All hotels were of a good standards,...

            Show more",5
764,98621,"We were picked up from airport in Delhi, taken to our hotel, introduced to our driver Muhan. He has driven us 5 cities in 9 days, taken great care of us. He knows the cities and country roads and we always felt very safe and secure. We visited Delhi,...

            Show more",5
765,98621,"An absolutely fabulous tour of Rajasthan.  Communication before the tour was excellent with all queries answered within 24 hours.  

We were met at the airport by our driver for the week, Jaipal Singh, with a big smile, a bottle of water and a garland...

            Show more",5
766,98621,"I had a fantastic experience, we had a very fun and educational your with a very helpful driver/bodyguard/friend who drove a clean car as smoothly as one can on Indian roads and always told us tips, stories and anecdotes. We had a guide in each city and...

            Show more",5
767,98621,Great experience. Love d country and people's. Everything very well organised and special take care. Great team work. Thanks to Yolo team. We recommend you.,5
768,98621,"I recently traveled India with some friends visiting Delhi, Agra, Jaipur and Udaipur. We loved this extremely well organized tour. We stayed in 03 star modern and heritage hotels. We received knowledgeable and friendly  local guides in every city for...

            Show more",5
769,148767,"We did the 6 Days Historical Golden Triangle Tour Delhi, Agra and Jaipur with the travel agency ""Travelcon"" as they were offering a good and fair price in comparison to others and we can say in the end, that it was a very good choice.
The driver tried...

            Show more",4
770,148767,"Enjoyable and fun trip. Our driver was most helpful and catered to our needs and special requests. He had water for us always and also was a good photographer with information of anything locally needed. We got to the beautiful sights and places as...

            Show more",5
771,148767,"This was an amazing experience, from the moment we got picked up at the airport in Delhi till the moment we were dropped off at Delhi airport for our trip back to the US. Our driver was truly a pleasure to be with daily. Always was on time to pick us up...

            Show more",5
772,148767,"Very pleased about the service given, from the driver to the tour guides. They looked after us and gave very insightful information about the tourist sites we were taken to. 5 star ratings for everything, couldn’t ask for a better tour in India.",5
773,148767,"I booked 6 Days Golden Triangle Tour for me and my friends. Initially I was a little apprehensive as I’ve always booked a full package holiday in the UK. But I worried it was first class service from start to finish, we all had an amazing time, the...

            Show more",4
774,148767,This golden triangle tour we enjoyed. Travelcon providing very nice services all team member so helpful and very decent person. once again i wanna visit this tour with your services. Thanks,5
775,148767,"We booked a trip to Delhi, Agra, Jaipur and back to Delhi, and were very happy with the service provided by TravelCon and the team at Golden Triangle Tours India. Awesome Communication.",5
776,148767,"Excellent service throughout. We visited Delhi, Agra and Jaipur over a few nights - it was an amazing trip. Thanks to Travel Con for providing such a great service.",5
777,148767,Thanks to Travel-con team. Excellent communication and service. Would highly recommend for any tour services in India.,5
778,148767,I traveled to India for the first time with my friends and we had a great time thanks to Golden Triangle Tours India!! I would highly recommend using this company to plan your visit to India!,5
779,139369,It was such a good experience! Don’t miss out on the opportunity to ask for video testimonials of the tours :),5
780,139369,"I visited India with my husband, the trip was wonderful and itinerary was good, driver and the local guides were excellent. I recommend Alkof Holidays.",5
781,139369,"It was a nice trip, we had enough time to explore Delhi, Varanasi, Agra, and Jaipur. The hotels were excellent as we upgraded the hotel from 3 star to 5 star with 1 extra night stay in Delhi. Driver and the guides were very knowledgeable about all the...

            Show more",4
782,139369,"Our trip was fantastic and everything was well managed. We visited many places in India including the Taj Mahal in Agra and the golden temple in Varanasi, I love the country and I recommend Alkof Holidays and Ramesh, who helped us in planning our very...

            Show more",5
783,139369,"The trip was awesome, everything was well organised. This was our second trip with Alkof and the guys are fantastic. Recommended.",5
784,162841,"We originally searched with TourRadar and determined that the 6 day Golden Triangle Tour offered by Adreva Trotter Pvt. Ltd. (INDIA Trotter) offered the best tour for our needs.  However, with the time we had available (10 days), we contacted the...

            Show more",2
785,130773,"I saw the reviews on Tripadvisor and contacted Payless Tour who arranged everything according to my requests, including hotel upgrades, plus a 3-night extension to Kathmandu. I even let them take care of the domestic and international flights. It was a...

            Show more",5
786,130773,"A fantastic tour that delivered so much more than I expected. The trip was so well organised thanks to Ewa and we were provided with some great local guides to show us their country. Highlights included visiting Old Delhi, the Ganges and Taj Mahal but...

            Show more",5
787,130773,"Payless Tours is THE best tour operators in New Delhi. Mr sammy is a honest, trustworthy and reliable travel agency. His tours are well organised, tailored to suit your budget - with no request being too big or too small to handle. Payless Tours offers...

            Show more",5
788,130773,"Great service of Paylesstoursindia travel agency. We were extremely happy and amazed by India. Had a knowledgeable driver Mr Sanjay who showed us India in a perfect and interesting way taking us to some local attractions and places.The accommodation was...

            Show more",5
789,130773,Good value for the money. It’s tiring with so much deriving and walking but it’s all worth it. Our guide is very accommodating to our needs.,4
790,130773,"Wonderful and well organized tour with very luxury accommodation in nice hotels and lovely staff. The itinerary was perfectly matched our wishes and needs. We had a wonderful time there and would like to come again. Great thanks to the driver for...

            Show more",5
791,130773,"Luxury tour organised by this travel agent was trully perfect . We felt safe and comfortable having our own driver who looked after us and helped in som situations. India is a wonderful coulourful country with many faces and has lots of things to offer....

            Show more",5
792,145541,"We hired Rajasthan Tour by car and driver for our 11 days tour of Rajasthan 
They offered us a free upgrade to a very comfortable and safe car - Toyota Corolla Altis, along with a very professional driver Mr Akash, who sadly had to interrupt the tour...

            Show more",4
793,145541,"Zunächst kann ich sagen, dass mir die Sehenswürdigkeiten wirklich gut gefallen haben. Diese fließen in meine Wertung...

            Show more",4
794,145541,Thanks for arrangements. Highly recommend payless tours india,5
795,145541,"The hotels were disgraceful. Then to upgrade l had to pay an extra $750+ AUD. Having to pay admission at every attraction was annoying and time consuming. Did not do several activities on the itinery. Getting dropped off at attractions and expected to...

            Show more",1
796,145541,"Great planned out program

I traveled with my class and class teachers from Denmark. We had some amazing 12 days, with a great planned program, so we got to see different cities in north India. Also had a very nice and helpful tour-guide. Overall a...

            Show more",4
797,145541,"Sam took us all through New Delhi, Agra and Jaipur with great ease and friendliness. Seeing the sights that we wanted was always a breeze and well-planned. He gave us suggestions on where to eat and shop, and while we visited great sights he always...

            Show more",5
798,145541,"I am a tour operator myself and I needed a tour service for my clients from US. Since I wasn't going with the group I was looking for very reliable and honest service, and I found payless tours company  after a lot of research in Delhi. Payless tours...

            Show more",5
799,159674,"I booked the majestic Golden triangle tour with Varanasi with my friends from real viaggiindia .we covered the beautiful monument but Taj Mahal is a unforgettable memorial. it was good experience .our tour Started from Delhi airport  to be true we all...

            Show more",4
800,159674,"I would definitely recommend this tour to other travelers. Our driver was friendly and accommodating and our three guides were all very knowledgeable. Both were punctual and courteous and we felt that we were well cared for. The hotels were of a very...

            Show more",5
801,159674,Absolutely brilliant tour company. Extremely knowledgeable guides and our was superb. Recommend highly enough.,5
802,159674,Majestic golden triangle Tour with Varanasi - Your this golden triangle tour with Varanasi Tour we enjoyed. This company providing very nice services all team member so helpful and very decent person. once again i wanna visit this tour with your services.,5
803,159674,Our Tour Guide was benevolent and gracious all through the whole day. He was great to move us immediately when it made a difference and let us meander whenever the situation allows. Great Tour - Great Tour Guide - Excellent Time !!,5
804,159674,"It was a wonderful trip with very intense experiences that gave to know what is the reality of India. Real Vaiggi India was the company that accompanied us throughout the course of the trip with all the care and comfort possible so that each person felt...

            Show more",5
805,159674,"Majestic golden triangle tour with Varanasi was fantastic and full fill by culture our guide was very professional and knowledgeable or our hotel, car was good & Clean.Hotel Staff was very helpful & Driver always on time at hotel and food also tasty and...

            Show more",5
806,159674,"Majestic golden triangle tour with vanarasi was fantastic and full fill by culture. our guide is very professional and knowledge or our hotel, car, Driver was good and food also good and we safe journey with both of them and they were very helpful. they...

            Show more",5
807,176670,"The tour was orginized very well. Communication with Yolo India Tours was easy. Driver was waiting for us at the airport even though our passport control takes 2 hours and we had no chance to contact him. He drives well and safe. Hotels were nice and...

            Show more",5
808,176670,"It was truly an experience of all the senses. I was able to see so many different thing and experience different activities.  Our driver Sonu was very kind, courteous and professional, he always had ice cold water for us to dink each day. I liked the...

            Show more",5
809,138822,"We had always wanted to visit this beautiful place Taj Mahal. Our Tour guide introduced us to the history, and culture. The driver also took great care of us while on the trip. We are glad to choose this company as it really worth it.",5
810,138822,The driver was great. Overall great trip!,5
811,138822,Our driver was very polite. The car was wonderfully clean and we felt absolutely safe to drive it. We highly recommend touring with this company.,5
812,138822,This company was recommended to us by a friend who  used them early on the tour. They said they had a very good experience with this company and  their tour guides. We also had a great experience with this company and our guides.,5
813,138822,I would recommend this company for any of your trips they really want you to enjoy your trip and experience their culture..,5
814,105590,"Later, but for now all excellent",5
815,105590,"Arvi is an expert of taking care of the whole trip even the tiny details, you can't find such a helpful guy like him",4
816,105590,We had a great driver.   Hotel were average 3Star.   No need for a guide,3
817,142531,"It was a good experience to visit Taj Mahal, Jaipur with Ranthambore tiger safari. We would love to recommend it",4
818,142531,"Wonderful multi day Adventure to the best destinations in India to experience how Indians people's hospitality is. I have heard about it a lot and I am really impressed with the services. Taj Mahal is an incredible wonder in the world and millions of...

            Show more",5
819,142531,Glad to be a part of the well designed trip. Taj Mahal is a very old heritage building of India. Other monument was also a good to explore.,5
820,142531,"I was very excited about the tour , everything was confirmed by the operator and we visited the main part of India and it was outstanding. I would say Taj Mahal is the best part of India and rest are worth to visit.",4
821,142531,"Wildlife Safari trip with northern India is always a good option to go with and we did the same, we have booked this tour package by keeping in the mind that we will be having a visit to historical building. We explored the Taj Mahal it's very fantastic...

            Show more",5
822,142531,"Tour was very enjoyable and I do recommend to anyone wanting to travel to India. Our driver Raj was spectacular! Best driver and very accomodating! Accomodation was great. 
A few things to keep in mind: practically all the sites/monuments you see have...

            Show more",5
823,142531,"Marvellous trip ! We had a group of 12 people and i was a leader. I was very worried before booking the trip as i had my vip people with me but the way of Communcation by travel creators was extremely well. I had all the answers from operator and they...

            Show more",5
824,161729,"Highly recommended 
Great services and amazing staff 
Really enjoyed my trip with go my journey india 
-very friendly tourist guide 
-budget friendly 
-10/10",5
825,161729,"Amazing tour and holiday. Jitender plans and takes care of everything for you. 
I was lucky to have an amazing driver and felt safe at all time. 
English speaking tour guides at every location and felt safe with them also. 
As a solo female traveller,...

            Show more",5
826,5685,"Fantastic look at a wonderful part of India. An amazing local guide who did his utmost to show us things that maybe you don't always get to see. Highly recommended, especially if your guide is Romi!!!!",5
827,159585,"Had a great time travelling with Real viaggi  India Tours and Travels with my mom and sister. We were at first worried about safety as this was our first time in India and all of that was washed away when we first met our driver . He is a young,...

            Show more",5
828,159585,"My partner and I did a South India temple tour   with Kerala  . Our experience overall was wonderful, we did not have to worry about anything since our driver was always so helpful and attentive. We always felt very safe with him and had really great...

            Show more",5
829,159585,"Thanks to realviaggiindia for good serves .The  good tour operator in  India  . I heard about  south India Temple tour with Kerala in my country . and I booked this tour . the agency provided us support all  the way really I enjoyed it this tour  .Our...

            Show more",5
830,159585,"We had a Dream South India Tour with Kerala. We Communicated with Amit who handed our query very well. The vehicle was in good shape and our driver, Mr. Raj has taken good care of us. He was very polite and gentle. This 10 days trip ended us with...

            Show more",4
831,159585,"Booked South India Tour. Really well planned by Real Viaggi India, I didn’t get any problem.
We have got a very good driver, who knows the places well thus we easily reached destination... he is also a very nice person. Very courteous and humble....

            Show more",5
832,158301,"I had a fantastic time in India. Everything was very well planned and organised. I managed to see the tigers but also so much more. I had two different drivers during my stay and a separate tour guide in each city I visited. I would highly recommend...

            Show more",5
833,158301,"The itinerary was well planned, and well managed. Tour guide Manoj was outstanding, and the hotels were excellent. We enjoyed our India trip. Thanks Alkof Holidays",5
834,158301,The tour was amazing and well managed. Keshav from Alkof Holidays was very responsive before booking and during the tour. I recommend the tour and the company to everyone looking to visit India.,5
835,158301,"Tour was excellent, however viranassi was too long.  Arrived very early in morning with full day free until 530 aarti show.  Should have done tour of sarnath that day, aarti in evening, then ganges boatride and tour of ghats the following morning and...

            Show more",3
836,155760,"The visits in Leh and to Nubra Valley and Pangong Lake were fantastic. The guide and driver were professional and the guide had good knowledge. I was very disappointed in two things, one the Ladakh Imperial hotel, rooms were good but the service was...

            Show more",2
837,155760,"Just visited Leh Ladakh, and it was an amazing experience. We visited Shey Palace, Khardung La, Nubra Valley, and the best part was camping near Pangong Lake. We did a camel safari at Hunder. The trip was well organized by Alkof Holidays, and I would...

            Show more",5
838,155760,"Going to Ladakh was a very special experience and I would recommend this tour highly. The landscape was absolutely spectacular and the blend of history, culture and geostrategic importance was fascinating. My tour with Alkof Holidays was very well...

            Show more",5
839,155760,"The trip was amazing, visited many sacred monasteries, enjoyed camel safari in Nubra Valley and the best part was the camping near Pangong lake, it is a beautiful destination where anyone can go, relax and enjoy the true beauty of the mother nature. The...

            Show more",5
840,155760,"We visited Leh Ladakh last year, it is one of the most beautiful destinations I visited. Khardung-la pass, Pangong lake, Nubra valley and all the monasteries in Leh are worth a visit. I recommend Alkof Holidays and Leh Ladakh to everyone and I also...

            Show more",5
841,113925,It was a good tour for India. Tour guides was very friendly and knowledgeable. Good time in India,4
842,113925,"We had a great experience in India , had a well organised trip to the popular cultural country around the world.",5
843,113925,"The land trip was fantastic. Hotel accommodation and transportation was up to mark. Agra has a beautiful gem in the city and Jaipur, Delhi has enough historical sites to admire. Tour guide was fabulous with full of ancient, modern , etc history of...

            Show more",5
844,113925,"My husband had booked this northern India tour and he made the right choice. We had so many email exchanges before booking the tour and the travel agent was responsive answered all our doubts. We started the tour from Delhi visited the popular city of...

            Show more",5
845,113925,"Me and my wife was very concerned before booking this tour package as we thought it might be expensive but when i tried to get the rates from other operator , they were charging too high so i booked this and my decision was right. Operator was very...

            Show more",4
846,113925,"Amazing trip and authentic poeple. It was a solo trip and i felt very safe during my entire trip. Driver was very friendly and drove safely everywhere. Tour guide was nice. And i was always be in touch with the operator. It was truly a heritage tour. I...

            Show more",5
847,113925,"Truly cultural and heritage trip. Me and my wife enjoyed each and every destination and hotels were very nice. Car was very clean and well maintained. Driver was friendly and full of knowledge of all places. Tour guides was highly knowledgeable and...

            Show more",5
848,113925,"Fantastic Trip to India, everything went the way we planned whether it's a car, hotels, and tour guides. Highly recommend to all travelers",5
849,218194,"This was a truly enjoyable experience from start to finish. The company we travelled with was excellent, and the food and accommodation were of a very high standard. We saw and learned so much about this magical country, more than I could have ever...

            Show more",5
850,218194,"I recently traveled to Shimla Manali with Memorable India. The planning was great, and implementation was even better. Thanks to our group leader Mr Ajay. Who was available whenever we needed him. He was particular about all the instructions, and...

            Show more",5
851,218185,"India is a land of contrasts. This tour aims to show you as many different aspects of India as possible in just 22 days. You'll get to experience the culture, religion, food and local living, and see some of the most amazing historical sites. It can be...

            Show more",5
852,218185,"Our ten day journey through Rajasthan and Delhi was wonderful! We loved our guides and the drivers were amazing. They kept us entertained the whole time and knew the area really well. The food was a little spicy for our taste, but next time we'll be...

            Show more",5
853,218185,"The team at Delhi is very knowledgeable and experienced. They have a great selection of hotels and accommodation options, as well as a variety of food choices for their guests. They set a nice itinerary for us, which included stops at the Golden...

            Show more",5
854,218185,"My wife and I had an amazing 10-day Golden Triangle Tour with Udaipur, thanks in large part to the help of Mr. Arun and Memorable India. We asked for some expert private guides in Delhi, Agra, Jaipur and Udaipur, and all of them were great. We...

            Show more",5
855,133384,"We are really happy with the overall arrangements and communication with the Paylesstoursindia. Kerala is an amazingly beautiful state ! Virtually everything in itinerary was achieved, fantastic knowledgeable and helpful driver.guide, very diverse...

            Show more",5
856,133384,"Awsome tour which showed us the beauty of the southern India. We will never forget a really romantic houseboat in Alleppey and beautiful tea plantations in Munnar.All the hotels were comfortable, with nice views and good southern breakfast. The...

            Show more",5
857,133384,"wer have booked trip from paylesstroursindia for 11 days trip  when I was in my country, . However,they give very good service
He is kindness and keeps his word by supporting for us a nice conditioned car and super nice driver with fix price. 
Our...

            Show more",4
858,133384,"Kerela is an awsome place, full of spice plantations, beautiful green areas and wonderful backwaters. Thanks to the company we saw the south of India and its real beauty. The boatride was really like in paradise, we took fantastic photos of the sunset...

            Show more",5
859,112059,In-depth tour  full of  amazing  India.  Hyat  Amiri,5
860,112059,KV and his family treated us like part of their family and as such our experience in Jaipur was very authentic. Would love to return one day,5
861,156985,Loved everything about the trip. Will definitely love to travel with them again.,5
862,156985,"Great Family trip and awesome service 

We were one family travelling for the second time in India. We contacted with Wonderful Holidays. Every question we asked was answered comprehensively and quickly. While planning our trip was the most helpful we...

            Show more",5
863,156985,"Amazing tour amazing service 

My friend and I arranged 5 days trip with Wonderful Holidays. We started two nights in Jaipur taking in the Amber Fort, Jantar Mantar, Wind Palace, Water Palace. Then we came to Agra we went by car. Our main highlights are...

            Show more",5
864,156985,"Customizable Amazing Delhi, Agra, Jaipur & Ranthambore tour with Wonderful Holidays.  

I engaged Wonderful Holidays for my recent trip to India which was a mix of family outing and pleasure. Communication was prompt, seamless and completely...

            Show more",5
865,156985,"Wonderful Holidays went above and beyond my high expectations! The driver they arranged for us was so excellent and dependable! Our guides were masters in history with lots of factual information as well. I was impressed with their knowledge and I...

            Show more",5
866,156985,"We contacted Wonderful Holidays because we did not have any knowledge about what to visit in India. They created a personalized trip, including the Golden Triangle Tour and also the city of Udaipur. 

All members of the staff were very professional and...

            Show more",5
867,127988,"With its vacations, this journey to the Golden Triangle is wonderful! Our driver and all aspects of the hotels and stops were excellent given the time constraints, making them our favorite part of our vacation in India.",5
868,127988,"We approved of every arrangement. The local guides were very knowledgeable and excellent. Particularly the hotel in Agra, the hotels were lovely. Most importantly, though, was our fantastic driver Irfan Excellent Driver.",5
869,127988,"Everything was great and organized well! Actually, it has surpassed my expectations. It felt safe to stroll with our guide in potentially dangerous regions because he is so assured and knowledgeable.",5
870,127988,"I've had the best time ever. Traveling for me is all about the people, and our guide was outstanding. He took such good care of each person in our group and showed saintly patience. We all enjoyed his humor and pleasant surprises. India has completely...

            Show more",5
871,127988,"We were overjoyed to choose this Tours to arrange our first vacation to India. We have nothing to worry about because everything was taken care of. Every hotel was cozy and spotless. The stay in the Jaipur haveli was a once-in-a-lifetime experience. Our...

            Show more",5
872,127988,"This business is the most professional we've ever used, from the minute we were picked up at the airport until the final day of our tour. Every day was meticulously planned, and every location we went to offered a variety of interesting experiences....

            Show more",5
873,127988,"I had a wonderful time.  I felt very safe travelling alone as a woman.  The tour itself is excellent and covers a lot of ground, but by the time I got to Jaipur, I was having knee issues and finding it difficult to climb stairs due to a prior injury, so...

            Show more",3
874,127988,"Days and nights that are loaded with the REAL INDIA, from Delhi's back alleys to the mesmerizing Taj Mahal. Irfan was a fantastic storyteller who transported us back in time thanks to his depth of local historical knowledge and love for his nation.",5
875,127988,"Excellent, everyone was extremely friendly and accommodating! The tour was amazing, instructive, and cultural.",5
876,127988,"Everything was really nicely planned out! Excellent trip, fantastic schedule, and food wherever they took us! It felt extremely safe with the guide because he is so knowledgeable.",5
877,164188,"Glorious golden triangle tour was very better  . Our driver and tour guides were outstanding. Santos , our driver was extremely safe, calm and warm as he navigated challenging traffic. He was so accommodating and knowledgeable, taking the time to answer...

            Show more",5
878,164188,"Being a little apprehensive to visit Glorious Golden Triangle Tours changed that. Our own driver throughout the 5 days, vindo , lovingly known as Honey (Mr. Hanuman) ensured that we were cared for and supported during our trip. Being 4 women travelling...

            Show more",4
879,164188,"From the start I was septic yet soon I discovered how wrong I was. This is great and simple approach to go through a day and see around. 

Our driver Amit was extremely pleasant and accommodating, he even battled for us when we experienced difficulty...

            Show more",5
880,164188,"Fabulous trip..i really enjoyed the tour was so amazing. A real value for money. Guides were excellent and had great and deep knowledge. All hotels were well luxurious. Overall, i had a wonderful time and highly recommend this tour.Thanks for this given...

            Show more",5
881,164188,"Full on tour with many extras added Delhi has its own merits and delights with magical Jaipur outstanding in colors Agra was brilliant with the Taj Mahal the center piece of the visit outstanding country and very friendly people. Real Viaggi India you...

            Show more",5
882,164188,"This was a hugely enjoyable tour with Real viaggi India team. Our guides were very good - helpful, knowledgeable and professional - and helped us to a new take on India. Their recommended restaurants were all good and the hotels were excellent. Our...

            Show more",5
883,164188,"It was great trip of glorious golden triangle tour . The trip was amazing from start to end. Our driver picked us from the airport. He was very kind. We had our own guide throughout all tour and we knew so many knowledgeable things about monuments and...

            Show more",5
884,164188,"The tour started from Delhi and after we went to Agra and saw Fatehpur Sikri on the way to Jaipur. All the destinations were very popular, peaceful and heritage. The tour was amazing. Guide was very kind and humble. transport and hotel was very neat and...

            Show more",5
885,147685,"Hotel services are good with some exceptions. Driver maintained a good communication with us. I definitely suggest for any packages, if you wanna gonna have a great experience.",4
886,138189,"It was the perfect start to get into Indian Culture at the beginning of a stay in India. Even alone as a women. The...

            Show more",5
887,138189,"I booked Golden Triangle Tour to Delhi Agra Jaipur. We were five friends. The manager of the company provide us a vehicle a driver and a local guide. We saw the Red Fort Jama Masjid in Delhi Taj Mahal in Agra and the Hawa Mahal in Jaipur. We got a lot...

            Show more",5
888,138189,"One of my friends referred Cox & Queen Travels to me as I was about to visit India to spend my holidays with family. My initial communication with the manager of the company was so impressive that I found no reason to reject their proposal.
The tour was...

            Show more",4
889,138189,"Golden Triangle with Varanasi

My experience with this company was amazing and excellent on all levels. The sightseeing of Taj Mahal, Ganga Aarti at Sunrise and Sunset were breathtaking. I had the best driver as my companion with his nice and clean car....

            Show more",5
890,118834,"Very well organised  tour by this travel  agency. We liked the accommodation,  guides and certainly  the driver. We had a wonderful  time in India! RECOMMENDED",5
891,118834,"Payless travel is your perfect travel companion if you are considering visiting north of India. Just send your itinerary golden trangle to payless  travel and a travel agent will estimate the cost all inclusive (tolls, gas, parking fees, driver, ...)....

            Show more",5
892,118834,"Well arreanged travel plan. Hasslefree. Our driver Mithin Sharma is well experienced and he communicates in hindi and english as well. He knows good places and has also shown us more new places which we dont know. He has guided us for nice shopping as...

            Show more",5
893,118834,"From start to finish the company and tour were brilliant. Even before the trip commenced Payless were so responsive and accommodating in the requests I had. The tour was extremely good value for money, and for what we paid the accommodation was more...

            Show more",5
894,118834,"India in a nutshell was a very good bet
We got a fantastic driver and very satisfying service- hotels, guides and the attractions.
 Everything was accurately organised and arranged. We saw even more places than in the itinerary and had a really good...

            Show more",4
895,118834,"Paylesstoursindia provided a excellent service . They were very prompt and efficient sorting out our itinerary and accommodating our requests. Our driver was superb. Hs driving was amazing, judging gaps in traffic like nobody I have seen before. He was...

            Show more",5
896,118834,"Well organised tour according to our wishes. We had a good time India driving with our personal driver through Delhi, Agra and Jaipur. AKSHARDHAM temple is really worth sightseeing to appreciate the huge amount of work. We wish to come back to India again.",5
897,118834,"Lovely experience and a superb really well organized tour. We saw a lot beautiful and uncommercial spots and village areas having fun and taking a lot of awesome pictures. The driver was our good friend and spiritual guide.The accommodation in the...

            Show more",5
898,118834,"The Golden triangle tour was perfect for me and my family. We had a very friendly driver who was our guide as well. We admired beautiful India and many interesting temples, palaces and superb Taj mahal. Paylesstoursindia is a very professional company.",5
899,139368,"The ratings are given in the context of the price we paid which was extremely reasonable for the attentive service we were given. We were looked after at all times including being dropped off onto our correct train carriage in Delhi. The itinerary was...

            Show more",4
900,139368,"We arrived in India and graciously met Sachin - the tour manager and transported to the hotel in New Delhi! We had to alter our plans and extended the tour for 2 more days. From second day we started our sightseeing of Delhi, next day visited Agra, then...

            Show more",5
901,139368,"Alkof Holidays has a superb team of extremely knowledgeable tours managers who are very enthusiastic about the areas they cover, they quickly answered all my question before finalizing the tour and made all necessary changes as per my requirement,...

            Show more",5
902,139368,The travel arrangement was superb and everything was well organised by Sachin. I would recommend Alkof Holidays to everyone for India tours.,5
903,159513,"This company was one stop solution for all my travel needs for my golden triangle tour with ranthambore. They were quick in responding my emails and were clear in their quotes from the beginning. The car, Hotels and tour guides booked by the company...

            Show more",5
904,159513,"My package to the golden triangle with Ranthambore was wonderful and enjoyable.The tour guide Zeeshan was very helpful and made the trip fantastic, driver Hashem was also very polite and made the drive to Agra very nice,  Zeeshan answers all your...

            Show more",5
905,159513,The best travel planner I highly recommend We planned for Delhi agra and Jaipur trip They did all the arrangements so good . Whoever r planning for trip for Delhi just contact them,5
906,159513,"Highly recommended
We had booked golden triangle tour (5 nights 6 days). Choice of Hotels were excellent. Tour guides Abdul(Delhi), Zuhaib(Agra), Gola(Fathepur sikri and Charansingh (Jaipur) were patient, informative and very supportive. Overall tour...

            Show more",5
907,159513,"My trip to India was an amazing experience thanks to the team at Agra Day Tour Packages.I travelled with a group of 5 friends; Everything from start to finish was organized and planned perfectly. My friends and I felt safe and comfortable throughout our...

            Show more",5
908,159513,"We arranged our 6 day private golden triangle tour with Agra day tours .. we had the best time ever in Delhi, Agra and Jaipur.. very professional company .. they completely arranged everything to make sure we got to see everything of interest..
Our...

            Show more",5
909,159513,"Thanks to Services International for its professionalism.This is my 6th trip to India, 8 of which with Services International.
I recommend this agency to anyone who wants to discover this wonderful country.
From the North to the South of India, I only...

            Show more",5
910,159513,"It was just terrific. One of the most beautiful national park where probability of finding tiger is much more expectable then any other national park. I met Sultana (most aggressive tigress) it was memorable moment for me and ya i was lucky that i got...

            Show more",5
911,159513,"Viewing the dangerous wild tigers at a short distance in their natural wild environment during jungle safari is indeed an unforgettable wildlife experience of whole life! And Ranthambore National Park Tiger Safari in Rajasthan, INDIA makes this dream...

            Show more",5
912,159513,"Our tour around Delhi, agra, ranthambore and Jaipur with Mohan was perfect. He took care of everything, driving us around day and night. His service is exceptional, took us to good places for food, and whatever we needed he just took us there. At the...

            Show more",5
913,135148,"Everything went very smoothly. The guided tour  was great. He went off his way to perfect our day  and not miss anything. This trip is recommended for those who are staying in New Delhi for a short period of time. It really covers the main attractions...

            Show more",5
914,135148,This company was recommended to us by a friend who  used them early on the tour. They said they had a very good experience with this company and  their tour guides. We also had a great experience with this company and our guides.,5
915,135148,"We had to stop by for lunch several times during the trip. The restaurant we took to  Delhi, Agra and Jaipur was great. The tour guide with the company was very responsive. We recommend this tour for anyone who wants to get to know all three cities in a...

            Show more",5
916,135148,"It was a perfect Golden Traingle tour with famous insight, the tour guide was helpful. Especially Jaipur and Agra overstay was veru comfortable. Recommended Julie International Tours. Plenty of activities for a family.",5
917,133697,"We decided to visit Delhi during the stopovers in our jorney from Italy to Japan and back, so we had few time to visit the city between our flights. paylesstoursindia has been the perfect choice, because he's punctual, helpful and friendly. He's able to...

            Show more",5
918,133697,"We used payless tours and was greeted by ewa. He was very welcoming and his driving was very good and safe and he was very knowledgeable about the local area and helped us with many of our needs and requirements. The payless tours service organised by...

            Show more",5
